PLIEGO_NOMBRE,DEPARTAMENTO_EJECUTORA,SECTOR,DISTRITO_EJECUTORA,MONTO_RECAUDADO,PROVINCIA_EJECUTORA_NOMBRE,ANO_DOC,ESPECIFICA_NOMBRE,SUBGENERICA_DET_NOMBRE,PROVINCIA_EJECUTORA,NIVEL_GOBIERNO_NOMBRE,MES_DOC,NIVEL_GOBIERNO,DEPARTAMENTO_EJECUTORA_NOMBRE,SEC_EJEC,RUBRO_NOMBRE,SUBGENERICA_DET,RUBRO,GENERICA,TIPO_RECURSO_NOMBRE,EJECUTORA_NOMBRE,SUBGENERICA,MONTO_PIA,FUENTE_FINANCIAMIENTO_NOMBRE,ESPECIFICA_DET_NOMBRE,TIPO_RECURSO,SECTOR_NOMBRE,SUBGENERICA_NOMBRE,EJECUTORA,PLIEGO,FUENTE_FINANCIAMIENTO,DISTRITO_EJECUTORA_NOMBRE,MONTO_PIM,ESPECIFICA,GENERICA_NOMBRE,ESPECIFICA_DET
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,0,CHACHAPOYAS,2022,COLOCACION DE TITULOS VALORES INTERNOS,COLOCACION INTERNA DE TITULOS VALORES,01,GOBIERNOS REGIONALES,1,R,AMAZONAS,725,RECURSOS POR OPERACIONES OFICIALES DE CREDITO,2,19,8,ENDEUDAMIENTO EXTERNO,REGION AMAZONAS-SALUD,2,4770656,RECURSOS POR OPERACIONES OFICIALES DE CREDITO,BONOS DEL TESORO PUBLICO,0,GOBIERNOS REGIONALES,ENDEUDAMIENTO INTERNO,400,440,3,CHACHAPOYAS,4770656,1,ENDEUDAMIENTO,1
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,284,CHACHAPOYAS,2022,SERVICIOS MEDICOS - ASISTENCIALES,SERVICIOS DE SALUD,01,GOBIERNOS REGIONALES,5,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,4,09,3,NORMAL,REGION AMAZONAS-SALUD,3,0,RECURSOS DIRECTAMENTE RECAUDADOS,ATENCION DENTAL,0,GOBIERNOS REGIONALES,VENTA DE SERVICIOS,400,440,2,CHACHAPOYAS,0,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,2
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,0,CHACHAPOYAS,2022,EXAMENES DE LABORATORIO Y DE AYUDA AL DIAGNOSTICO,SERVICIOS DE SALUD,01,GOBIERNOS REGIONALES,1,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,4,09,3,NORMAL,REGION AMAZONAS-SALUD,3,650,RECURSOS DIRECTAMENTE RECAUDADOS,"DIAGNOSTICOS POR IMAGENES (RAYOS X, ECOGRAFIAS, TOMOGRAFIAS, OTROS)",0,GOBIERNOS REGIONALES,VENTA DE SERVICIOS,400,440,2,CHACHAPOYAS,650,2,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,4
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,2642.27,CHACHAPOYAS,2022,DERECHOS ADMINISTRATIVOS DE SALUD,DERECHOS ADMINISTRATIVOS DE SALUD,01,GOBIERNOS REGIONALES,5,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,4,09,3,NORMAL,REGION AMAZONAS-SALUD,2,0,RECURSOS DIRECTAMENTE RECAUDADOS,OTROS DERECHOS ADMINISTRATIVOS DE SALUD,0,GOBIERNOS REGIONALES,DERECHOS Y TASAS ADMINISTRATIVOS,400,440,2,CHACHAPOYAS,0,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,99
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,91.62,CHACHAPOYAS,2022,INTERESES,RENTAS DE LA PROPIEDAD FINANCIERA,01,GOBIERNOS REGIONALES,4,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,1,09,5,NORMAL,REGION AMAZONAS-SALUD,1,0,RECURSOS DIRECTAMENTE RECAUDADOS,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,0,GOBIERNOS REGIONALES,RENTAS DE LA PROPIEDAD,400,440,2,CHACHAPOYAS,0,1,OTROS INGRESOS,1
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,171,CHACHAPOYAS,2022,SERVICIOS MEDICOS - ASISTENCIALES,SERVICIOS DE SALUD,01,GOBIERNOS REGIONALES,8,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,4,09,3,NORMAL,REGION AMAZONAS-SALUD,3,0,RECURSOS DIRECTAMENTE RECAUDADOS,CIRUGIA,0,GOBIERNOS REGIONALES,VENTA DE SERVICIOS,400,440,2,CHACHAPOYAS,0,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,5
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,598,CHACHAPOYAS,2022,SERVICIOS MEDICOS - ASISTENCIALES,SERVICIOS DE SALUD,01,GOBIERNOS REGIONALES,10,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,4,09,3,NORMAL,REGION AMAZONAS-SALUD,3,0,RECURSOS DIRECTAMENTE RECAUDADOS,SERVICIO DE TOPICO,0,GOBIERNOS REGIONALES,VENTA DE SERVICIOS,400,440,2,CHACHAPOYAS,0,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,7
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,0,CHACHAPOYAS,2022,PROVENIENTES  DE  ORGANISMOS  INTERNACIONALES  O  AGENCIAS OFICIALES,CREDITOS EXTERNOS,01,GOBIERNOS REGIONALES,8,R,AMAZONAS,725,RECURSOS POR OPERACIONES OFICIALES DE CREDITO,1,19,8,ENDEUDAMIENTO EXTERNO,REGION AMAZONAS-SALUD,1,0,RECURSOS POR OPERACIONES OFICIALES DE CREDITO,KREDINTANSTALF FUR WIEDERAUFBAU - KFW,0,GOBIERNOS REGIONALES,ENDEUDAMIENTO EXTERNO,400,440,3,CHACHAPOYAS,414586,2,ENDEUDAMIENTO,4
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,0,CHACHAPOYAS,2022,DE OTRAS UNIDADES DE GOBIERNO,DE OTRAS UNIDADES DE GOBIERNO,01,GOBIERNOS REGIONALES,10,R,AMAZONAS,725,DONACIONES Y TRANSFERENCIAS,3,13,4,NORMAL,REGION AMAZONAS-SALUD,1,0,DONACIONES Y TRANSFERENCIAS,DEL GOBIERNO NACIONAL,0,GOBIERNOS REGIONALES,DONACIONES Y TRANSFERENCIAS CORRIENTES,400,440,4,CHACHAPOYAS,72802,1,DONACIONES Y TRANSFERENCIAS,1
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,0,CHACHAPOYAS,2022,DE OTRAS UNIDADES DE GOBIERNO,DE OTRAS UNIDADES DE GOBIERNO,01,GOBIERNOS REGIONALES,11,R,AMAZONAS,725,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",3,18,4,CANON,REGION AMAZONAS-SALUD,1,0,RECURSOS DETERMINADOS,DE FONDOS PUBLICOS,0,GOBIERNOS REGIONALES,DONACIONES Y TRANSFERENCIAS CORRIENTES,400,440,5,CHACHAPOYAS,336200,1,DONACIONES Y TRANSFERENCIAS,5
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,0,CHACHAPOYAS,2022,DE OTRAS UNIDADES DE GOBIERNO,DE OTRAS UNIDADES DE GOBIERNO,01,GOBIERNOS REGIONALES,2,R,AMAZONAS,725,DONACIONES Y TRANSFERENCIAS,3,13,4,NORMAL,REGION AMAZONAS-SALUD,1,0,DONACIONES Y TRANSFERENCIAS,DEL GOBIERNO NACIONAL,0,GOBIERNOS REGIONALES,DONACIONES Y TRANSFERENCIAS CORRIENTES,400,440,4,CHACHAPOYAS,2798257,1,DONACIONES Y TRANSFERENCIAS,1
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,0,CHACHAPOYAS,2022,DE OTRAS UNIDADES DE GOBIERNO,DE OTRAS UNIDADES DE GOBIERNO,01,GOBIERNOS REGIONALES,6,R,AMAZONAS,725,DONACIONES Y TRANSFERENCIAS,3,13,4,NORMAL,REGION AMAZONAS-SALUD,1,0,DONACIONES Y TRANSFERENCIAS,DEL GOBIERNO NACIONAL,0,GOBIERNOS REGIONALES,DONACIONES Y TRANSFERENCIAS CORRIENTES,400,440,4,CHACHAPOYAS,490652,1,DONACIONES Y TRANSFERENCIAS,1
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,0,CHACHAPOYAS,2022,DE OTRAS UNIDADES DE GOBIERNO,DE OTRAS UNIDADES DE GOBIERNO,01,GOBIERNOS REGIONALES,1,R,AMAZONAS,725,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",3,18,4,CANON,REGION AMAZONAS-SALUD,1,0,RECURSOS DETERMINADOS,DE FONDOS PUBLICOS,0,GOBIERNOS REGIONALES,DONACIONES Y TRANSFERENCIAS CORRIENTES,400,440,5,CHACHAPOYAS,0,1,DONACIONES Y TRANSFERENCIAS,5
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,120,CHACHAPOYAS,2022,OTROS DERECHOS ADMINISTRATIVOS,OTROS DERECHOS ADMINISTRATIVOS,01,GOBIERNOS REGIONALES,6,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,10,09,3,NORMAL,REGION AMAZONAS-SALUD,2,0,RECURSOS DIRECTAMENTE RECAUDADOS,INSPECCION Y CONTROL SANITARIO,0,GOBIERNOS REGIONALES,DERECHOS Y TASAS ADMINISTRATIVOS,400,440,2,CHACHAPOYAS,0,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,10
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,0,CHACHAPOYAS,2022,SANCIONES ADMINISTRATIVAS,SANCIONES,01,GOBIERNOS REGIONALES,7,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,2,09,5,NORMAL,REGION AMAZONAS-SALUD,2,0,RECURSOS DIRECTAMENTE RECAUDADOS,INTERESES POR SANCIONES,0,GOBIERNOS REGIONALES,MULTAS Y SANCIONES NO TRIBUTARIAS,400,440,2,CHACHAPOYAS,0,1,OTROS INGRESOS,2
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,160,CHACHAPOYAS,2022,SERVICIOS MEDICOS - ASISTENCIALES,SERVICIOS DE SALUD,01,GOBIERNOS REGIONALES,10,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,4,09,3,NORMAL,REGION AMAZONAS-SALUD,3,0,RECURSOS DIRECTAMENTE RECAUDADOS,HOSPITALIZACION,0,GOBIERNOS REGIONALES,VENTA DE SERVICIOS,400,440,2,CHACHAPOYAS,0,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,6
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,23,CHACHAPOYAS,2022,SERVICIOS MEDICOS - ASISTENCIALES,SERVICIOS DE SALUD,01,GOBIERNOS REGIONALES,7,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,4,09,3,NORMAL,REGION AMAZONAS-SALUD,3,0,RECURSOS DIRECTAMENTE RECAUDADOS,HOSPITALIZACION,0,GOBIERNOS REGIONALES,VENTA DE SERVICIOS,400,440,2,CHACHAPOYAS,0,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,6
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,0,CHACHAPOYAS,2022,DE OTRAS UNIDADES DE GOBIERNO,DE OTRAS UNIDADES DE GOBIERNO,01,GOBIERNOS REGIONALES,11,R,AMAZONAS,725,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",3,18,4,SUB CUENTA - PARTICIPACIONES FED,REGION AMAZONAS-SALUD,1,0,RECURSOS DETERMINADOS,DE LOS GOBIERNOS LOCALES,19,GOBIERNOS REGIONALES,DONACIONES Y TRANSFERENCIAS CORRIENTES,400,440,5,CHACHAPOYAS,0,1,DONACIONES Y TRANSFERENCIAS,3
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,75,CHACHAPOYAS,2022,OTROS INGRESOS DIVERSOS,INGRESOS DIVERSOS,01,GOBIERNOS REGIONALES,4,R,AMAZONAS,725,DONACIONES Y TRANSFERENCIAS,1,13,5,SUBCUENTA - TRANSFERENCIAS FINANCIERAS,REGION AMAZONAS-SALUD,5,0,DONACIONES Y TRANSFERENCIAS,INGRESOS EXCEPCIONALES,18,GOBIERNOS REGIONALES,INGRESOS DIVERSOS,400,440,4,CHACHAPOYAS,0,4,OTROS INGRESOS,98
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,168.40,CHACHAPOYAS,2022,INTERESES,RENTAS DE LA PROPIEDAD FINANCIERA,01,GOBIERNOS REGIONALES,1,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,1,09,5,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,REGION AMAZONAS-SALUD,1,0,RECURSOS DIRECTAMENTE RECAUDADOS,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,7,GOBIERNOS REGIONALES,RENTAS DE LA PROPIEDAD,400,440,2,CHACHAPOYAS,0,1,OTROS INGRESOS,1
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,3265.40,CHACHAPOYAS,2022,OTROS INGRESOS DIVERSOS,INGRESOS DIVERSOS,01,GOBIERNOS REGIONALES,5,R,AMAZONAS,725,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",1,18,5,SUB CUENTA - PARTICIPACIONES FED,REGION AMAZONAS-SALUD,5,0,RECURSOS DETERMINADOS,INGRESOS EXCEPCIONALES,19,GOBIERNOS REGIONALES,INGRESOS DIVERSOS,400,440,5,CHACHAPOYAS,0,4,OTROS INGRESOS,98
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,7297.43,CHACHAPOYAS,2022,SANCIONES ADMINISTRATIVAS,SANCIONES,01,GOBIERNOS REGIONALES,10,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,2,09,5,NORMAL,REGION AMAZONAS-SALUD,2,0,RECURSOS DIRECTAMENTE RECAUDADOS,SANCIONES DE ADMINISTRACION GENERAL,0,GOBIERNOS REGIONALES,MULTAS Y SANCIONES NO TRIBUTARIAS,400,440,2,CHACHAPOYAS,0,1,OTROS INGRESOS,1
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,959,CHACHAPOYAS,2022,SERVICIOS MEDICOS - ASISTENCIALES,SERVICIOS DE SALUD,01,GOBIERNOS REGIONALES,4,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,4,09,3,NORMAL,REGION AMAZONAS-SALUD,3,0,RECURSOS DIRECTAMENTE RECAUDADOS,SERVICIO DE EMERGENCIA,0,GOBIERNOS REGIONALES,VENTA DE SERVICIOS,400,440,2,CHACHAPOYAS,0,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,4
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,1747.97,CHACHAPOYAS,2022,VENTA DE PRODUCTOS DE SALUD,VENTA DE PRODUCTOS DE SALUD,01,GOBIERNOS REGIONALES,5,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,6,09,3,NORMAL,REGION AMAZONAS-SALUD,1,0,RECURSOS DIRECTAMENTE RECAUDADOS,FARMACIA,0,GOBIERNOS REGIONALES,VENTA DE BIENES,400,440,2,CHACHAPOYAS,0,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,4
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,0,CHACHAPOYAS,2022,DE OTRAS UNIDADES DE GOBIERNO,DE OTRAS UNIDADES DE GOBIERNO,01,GOBIERNOS REGIONALES,1,R,AMAZONAS,725,DONACIONES Y TRANSFERENCIAS,3,13,4,NORMAL,REGION AMAZONAS-SALUD,1,0,DONACIONES Y TRANSFERENCIAS,DEL GOBIERNO NACIONAL,0,GOBIERNOS REGIONALES,DONACIONES Y TRANSFERENCIAS CORRIENTES,400,440,4,CHACHAPOYAS,0,1,DONACIONES Y TRANSFERENCIAS,1
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,409,CHACHAPOYAS,2022,SERVICIOS MEDICOS - ASISTENCIALES,SERVICIOS DE SALUD,01,GOBIERNOS REGIONALES,1,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,4,09,3,NORMAL,REGION AMAZONAS-SALUD,3,3518,RECURSOS DIRECTAMENTE RECAUDADOS,SERVICIO DE TOPICO,0,GOBIERNOS REGIONALES,VENTA DE SERVICIOS,400,440,2,CHACHAPOYAS,3518,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,7
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,7122.47,CHACHAPOYAS,2022,VENTA DE PRODUCTOS DE SALUD,VENTA DE PRODUCTOS DE SALUD,01,GOBIERNOS REGIONALES,9,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,6,09,3,NORMAL,REGION AMAZONAS-SALUD,1,0,RECURSOS DIRECTAMENTE RECAUDADOS,FARMACIA,0,GOBIERNOS REGIONALES,VENTA DE BIENES,400,440,2,CHACHAPOYAS,0,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,4
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,390,CHACHAPOYAS,2022,OTROS DERECHOS ADMINISTRATIVOS,OTROS DERECHOS ADMINISTRATIVOS,01,GOBIERNOS REGIONALES,3,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,10,09,3,NORMAL,REGION AMAZONAS-SALUD,2,0,RECURSOS DIRECTAMENTE RECAUDADOS,INSPECCION Y CONTROL SANITARIO,0,GOBIERNOS REGIONALES,DERECHOS Y TASAS ADMINISTRATIVOS,400,440,2,CHACHAPOYAS,0,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,10
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,953,CHACHAPOYAS,2022,SERVICIOS MEDICOS - ASISTENCIALES,SERVICIOS DE SALUD,01,GOBIERNOS REGIONALES,10,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,4,09,3,NORMAL,REGION AMAZONAS-SALUD,3,0,RECURSOS DIRECTAMENTE RECAUDADOS,ATENCION MEDICA,0,GOBIERNOS REGIONALES,VENTA DE SERVICIOS,400,440,2,CHACHAPOYAS,0,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,1
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,0,CHACHAPOYAS,2022,DE OTRAS UNIDADES DE GOBIERNO,DE OTRAS UNIDADES DE GOBIERNO,01,GOBIERNOS REGIONALES,9,R,AMAZONAS,725,DONACIONES Y TRANSFERENCIAS,3,13,4,NORMAL,REGION AMAZONAS-SALUD,1,0,DONACIONES Y TRANSFERENCIAS,DEL GOBIERNO NACIONAL,0,GOBIERNOS REGIONALES,DONACIONES Y TRANSFERENCIAS CORRIENTES,400,440,4,CHACHAPOYAS,4149,1,DONACIONES Y TRANSFERENCIAS,1
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,0,CHACHAPOYAS,2022,EXAMENES DE LABORATORIO Y DE AYUDA AL DIAGNOSTICO,SERVICIOS DE SALUD,01,GOBIERNOS REGIONALES,1,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,4,09,3,NORMAL,REGION AMAZONAS-SALUD,3,20,RECURSOS DIRECTAMENTE RECAUDADOS,ELECTROCARDIOGRAMA,0,GOBIERNOS REGIONALES,VENTA DE SERVICIOS,400,440,2,CHACHAPOYAS,20,2,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,3
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,278.61,CHACHAPOYAS,2022,INTERESES,RENTAS DE LA PROPIEDAD FINANCIERA,01,GOBIERNOS REGIONALES,7,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,1,09,5,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,REGION AMAZONAS-SALUD,1,0,RECURSOS DIRECTAMENTE RECAUDADOS,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,7,GOBIERNOS REGIONALES,RENTAS DE LA PROPIEDAD,400,440,2,CHACHAPOYAS,0,1,OTROS INGRESOS,1
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,0,CHACHAPOYAS,2022,SALDOS DE BALANCE,SALDOS DE BALANCE,01,GOBIERNOS REGIONALES,3,R,AMAZONAS,725,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",1,18,9,CANON,REGION AMAZONAS-SALUD,1,0,RECURSOS DETERMINADOS,SALDOS DE BALANCE,0,GOBIERNOS REGIONALES,SALDOS DE BALANCE,400,440,5,CHACHAPOYAS,25477,1,SALDOS DE BALANCE,1
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,20,CHACHAPOYAS,2022,DERECHOS ADMINISTRATIVOS DE SALUD,DERECHOS ADMINISTRATIVOS DE SALUD,01,GOBIERNOS REGIONALES,12,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,4,09,3,NORMAL,REGION AMAZONAS-SALUD,2,0,RECURSOS DIRECTAMENTE RECAUDADOS,"AUTORIZACION, INSPECCION Y CONTROL SANITARIO",0,GOBIERNOS REGIONALES,DERECHOS Y TASAS ADMINISTRATIVOS,400,440,2,CHACHAPOYAS,0,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,2
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,88,CHACHAPOYAS,2022,SERVICIOS MEDICOS - ASISTENCIALES,SERVICIOS DE SALUD,01,GOBIERNOS REGIONALES,11,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,4,09,3,NORMAL,REGION AMAZONAS-SALUD,3,0,RECURSOS DIRECTAMENTE RECAUDADOS,CIRUGIA,0,GOBIERNOS REGIONALES,VENTA DE SERVICIOS,400,440,2,CHACHAPOYAS,0,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,5
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,1588,CHACHAPOYAS,2022,SERVICIOS MEDICOS - ASISTENCIALES,SERVICIOS DE SALUD,01,GOBIERNOS REGIONALES,7,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,4,09,3,NORMAL,REGION AMAZONAS-SALUD,3,0,RECURSOS DIRECTAMENTE RECAUDADOS,SERVICIO DE EMERGENCIA,0,GOBIERNOS REGIONALES,VENTA DE SERVICIOS,400,440,2,CHACHAPOYAS,0,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,4
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,1031,CHACHAPOYAS,2022,SERVICIOS MEDICOS - ASISTENCIALES,SERVICIOS DE SALUD,01,GOBIERNOS REGIONALES,10,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,4,09,3,NORMAL,REGION AMAZONAS-SALUD,3,0,RECURSOS DIRECTAMENTE RECAUDADOS,SERVICIO DE EMERGENCIA,0,GOBIERNOS REGIONALES,VENTA DE SERVICIOS,400,440,2,CHACHAPOYAS,0,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,4
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,947,CHACHAPOYAS,2022,SERVICIOS MEDICOS - ASISTENCIALES,SERVICIOS DE SALUD,01,GOBIERNOS REGIONALES,3,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,4,09,3,NORMAL,REGION AMAZONAS-SALUD,3,0,RECURSOS DIRECTAMENTE RECAUDADOS,ATENCION MEDICA,0,GOBIERNOS REGIONALES,VENTA DE SERVICIOS,400,440,2,CHACHAPOYAS,0,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,1
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,7030.80,CHACHAPOYAS,2022,DERECHOS ADMINISTRATIVOS DE SALUD,DERECHOS ADMINISTRATIVOS DE SALUD,01,GOBIERNOS REGIONALES,3,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,4,09,3,NORMAL,REGION AMAZONAS-SALUD,2,0,RECURSOS DIRECTAMENTE RECAUDADOS,TASAS DE SALUD,0,GOBIERNOS REGIONALES,DERECHOS Y TASAS ADMINISTRATIVOS,400,440,2,CHACHAPOYAS,0,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,1
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,832.50,CHACHAPOYAS,2022,SERVICIOS MEDICOS - ASISTENCIALES,SERVICIOS DE SALUD,01,GOBIERNOS REGIONALES,1,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,4,09,3,NORMAL,REGION AMAZONAS-SALUD,3,6137,RECURSOS DIRECTAMENTE RECAUDADOS,OTROS SERVICIOS MEDICOS - ASISTENCIALES,0,GOBIERNOS REGIONALES,VENTA DE SERVICIOS,400,440,2,CHACHAPOYAS,6137,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,99
GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,99,01,0,CHACHAPOYAS,2022,OTROS SERVICIOS DE SALUD,SERVICIOS DE SALUD,01,GOBIERNOS REGIONALES,1,R,AMAZONAS,725,RECURSOS DIRECTAMENTE RECAUDADOS,4,09,3,NORMAL,REGION AMAZONAS-SALUD,3,1200,RECURSOS DIRECTAMENTE RECAUDADOS,OTROS SERVICIOS DE SALUD,0,GOBIERNOS REGIONALES,VENTA DE SERVICIOS,400,440,2,CHACHAPOYAS,1200,3,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,99
