ANO_DOC,SECTOR,PROVINCIA_EJECUTORA_NOMBRE,MONTO_RECAUDADO,FUENTE_FINANCIAMIENTO_NOMBRE,GENERICA_NOMBRE,SUBGENERICA_NOMBRE,SUBGENERICA_DET,MONTO_PIM,PROVINCIA_EJECUTORA,SECTOR_NOMBRE,NIVEL_GOBIERNO_NOMBRE,SEC_EJEC,DEPARTAMENTO_EJECUTORA,ESPECIFICA_DET,GENERICA,MES_DOC,RUBRO_NOMBRE,DEPARTAMENTO_EJECUTORA_NOMBRE,TIPO_RECURSO,ESPECIFICA,MONTO_PIA,DISTRITO_EJECUTORA_NOMBRE,PLIEGO,EJECUTORA_NOMBRE,EJECUTORA,ESPECIFICA_DET_NOMBRE,ESPECIFICA_NOMBRE,TIPO_RECURSO_NOMBRE,FUENTE_FINANCIAMIENTO,SUBGENERICA_DET_NOMBRE,RUBRO,PLIEGO_NOMBRE,SUBGENERICA,DISTRITO_EJECUTORA,NIVEL_GOBIERNO
2025,99,CHACHAPOYAS,178.2,RECURSOS DIRECTAMENTE RECAUDADOS,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,DERECHOS Y TASAS ADMINISTRATIVOS,1,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,99,3,1,RECURSOS DIRECTAMENTE RECAUDADOS,AMAZONAS,7,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,OTROS REGISTROS,REGISTROS Y LICENCIAS,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,2,DERECHOS ADMINISTRATIVOS GENERALES,09,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,2,01,R
2025,99,CHACHAPOYAS,253.53,RECURSOS DETERMINADOS,OTROS INGRESOS,RENTAS DE LA PROPIEDAD,1,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,1,5,5,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",AMAZONAS,L,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,INTERESES,SUB CUENTA - CANON FORESTAL,5,RENTAS DE LA PROPIEDAD FINANCIERA,18,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1,01,R
2025,99,CHACHAPOYAS,0,RECURSOS DIRECTAMENTE RECAUDADOS,OTROS INGRESOS,INGRESOS DIVERSOS,1,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,1,5,8,RECURSOS DIRECTAMENTE RECAUDADOS,AMAZONAS,7,4,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,INDEMNIZACIONES DE SEGUROS,OTROS INGRESOS DIVERSOS,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,2,INGRESOS DIVERSOS,09,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,5,01,R
2025,99,CHACHAPOYAS,-153623.5,RECURSOS DIRECTAMENTE RECAUDADOS,OTROS INGRESOS,INGRESOS DIVERSOS,1,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,13,5,5,RECURSOS DIRECTAMENTE RECAUDADOS,AMAZONAS,7,4,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,DEVOLUCIÓN DE RECURSOS DISTINTOS DE RECURSOS ORDINARIOS,OTROS INGRESOS DIVERSOS,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,2,INGRESOS DIVERSOS,09,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,5,01,R
2025,99,CHACHAPOYAS,3252.25,RECURSOS DIRECTAMENTE RECAUDADOS,OTROS INGRESOS,RENTAS DE LA PROPIEDAD,2,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,3,5,1,RECURSOS DIRECTAMENTE RECAUDADOS,AMAZONAS,7,2,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,DERECHOS DE APROVECHAMIENTO DE PRODUCTOS FORESTALES Y FAUNA SILVESTRE,DERECHOS E INGRESO POR CONCESIONES,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,2,RENTAS DE LA PROPIEDAD REAL,09,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1,01,R
2025,99,CHACHAPOYAS,0,RECURSOS DIRECTAMENTE RECAUDADOS,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,DERECHOS Y TASAS ADMINISTRATIVOS,10,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,10,3,2,RECURSOS DIRECTAMENTE RECAUDADOS,AMAZONAS,7,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,INSPECCION Y CONTROL SANITARIO,OTROS DERECHOS ADMINISTRATIVOS,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,2,OTROS DERECHOS ADMINISTRATIVOS,09,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,2,01,R
2025,99,CHACHAPOYAS,1551000,DONACIONES Y TRANSFERENCIAS,DONACIONES Y TRANSFERENCIAS,DONACIONES Y TRANSFERENCIAS CORRIENTES,3,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,1,4,1,DONACIONES Y TRANSFERENCIAS,AMAZONAS,18,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,DEL GOBIERNO NACIONAL,DE OTRAS UNIDADES DE GOBIERNO,SUBCUENTA - TRANSFERENCIAS FINANCIERAS,4,DE OTRAS UNIDADES DE GOBIERNO,13,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1,01,R
2025,99,CHACHAPOYAS,2340,RECURSOS DIRECTAMENTE RECAUDADOS,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,VENTA DE SERVICIOS,3,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,2,3,7,RECURSOS DIRECTAMENTE RECAUDADOS,AMAZONAS,7,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,SERVICIO DE CAPACITACION,SERVICIOS EDUCATIVOS,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,2,"SERVICIOS DE EDUCACION, RECREACION Y CULTURA",09,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,3,01,R
2025,99,CHACHAPOYAS,0,RECURSOS DIRECTAMENTE RECAUDADOS,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,DERECHOS Y TASAS ADMINISTRATIVOS,1,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,1,3,12,RECURSOS DIRECTAMENTE RECAUDADOS,AMAZONAS,7,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,REGISTRO CIVIL,REGISTROS Y LICENCIAS,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,2,DERECHOS ADMINISTRATIVOS GENERALES,09,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,2,01,R
2025,99,CHACHAPOYAS,556.04,RECURSOS DETERMINADOS,OTROS INGRESOS,RENTAS DE LA PROPIEDAD,1,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,1,5,5,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",AMAZONAS,D,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,INTERESES,SUB CUENTA -  PARTICIPACIONES -COFIDE Y OTROS,5,RENTAS DE LA PROPIEDAD FINANCIERA,18,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1,01,R
2025,99,CHACHAPOYAS,0,RECURSOS DIRECTAMENTE RECAUDADOS,OTROS INGRESOS,RENTAS DE LA PROPIEDAD,2,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,2,5,8,RECURSOS DIRECTAMENTE RECAUDADOS,AMAZONAS,7,2,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,DERECHOS DE SERVIDUMBRE,DERECHOS E INGRESO POR CONCESIONES,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,2,RENTAS DE LA PROPIEDAD REAL,09,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1,01,R
2025,99,CHACHAPOYAS,56411.79,RECURSOS DIRECTAMENTE RECAUDADOS,OTROS INGRESOS,MULTAS Y SANCIONES NO TRIBUTARIAS,2,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,99,5,4,RECURSOS DIRECTAMENTE RECAUDADOS,AMAZONAS,7,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,OTRAS SANCIONES,SANCIONES ADMINISTRATIVAS,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,2,SANCIONES,09,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,2,01,R
2025,99,CHACHAPOYAS,326.74,RECURSOS DETERMINADOS,OTROS INGRESOS,RENTAS DE LA PROPIEDAD,1,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,1,5,11,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",AMAZONAS,H,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,INTERESES,SUB CUENTA - CANON MINERO,5,RENTAS DE LA PROPIEDAD FINANCIERA,18,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1,01,R
2025,99,CHACHAPOYAS,0,RECURSOS POR OPERACIONES OFICIALES DE CREDITO,ENDEUDAMIENTO,ENDEUDAMIENTO INTERNO,1,2753038,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,1,8,10,RECURSOS POR OPERACIONES OFICIALES DE CREDITO,AMAZONAS,0,2,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,DEL BANCO DE LA NACION,OTROS CREDITOS INTERNOS,ENDEUDAMIENTO EXTERNO,3,CREDITOS INTERNOS,19,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,2,01,R
2025,99,CHACHAPOYAS,0,RECURSOS DIRECTAMENTE RECAUDADOS,OTROS INGRESOS,MULTAS Y SANCIONES NO TRIBUTARIAS,1,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,1,5,4,RECURSOS DIRECTAMENTE RECAUDADOS,AMAZONAS,0,6,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,INFRACCIONES DE COMERCIALIZACION,OTRAS MULTAS,NORMAL,2,MULTAS Y SANCIONES NO TRIBUTARIAS,09,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,2,01,R
2025,99,CHACHAPOYAS,1080,RECURSOS DIRECTAMENTE RECAUDADOS,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,DERECHOS Y TASAS ADMINISTRATIVOS,6,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,3,3,7,RECURSOS DIRECTAMENTE RECAUDADOS,AMAZONAS,7,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,PERMISOS Y AUTORIZACIONES,DERECHOS ADMINISTRATIVOS DE AGRICULTURA,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,2,DERECHOS ADMINISTRATIVOS DE AGRICULTURA,09,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,2,01,R
2025,99,CHACHAPOYAS,0,RECURSOS DETERMINADOS,DONACIONES Y TRANSFERENCIAS,DONACIONES Y TRANSFERENCIAS CORRIENTES,3,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,5,4,1,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",AMAZONAS,0,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,DE FONDOS PUBLICOS,DE OTRAS UNIDADES DE GOBIERNO,CANON,5,DE OTRAS UNIDADES DE GOBIERNO,18,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1,01,R
2025,99,CHACHAPOYAS,49.2,RECURSOS DETERMINADOS,OTROS INGRESOS,RENTAS DE LA PROPIEDAD,1,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,1,5,9,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",AMAZONAS,P,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,INTERESES,SUB CUENTA - REGALIAS MINERAS,5,RENTAS DE LA PROPIEDAD FINANCIERA,18,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1,01,R
2025,99,CHACHAPOYAS,0,RECURSOS DIRECTAMENTE RECAUDADOS,OTROS INGRESOS,MULTAS Y SANCIONES NO TRIBUTARIAS,1,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,1,5,9,RECURSOS DIRECTAMENTE RECAUDADOS,AMAZONAS,7,6,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,INFRACCIONES DE COMERCIALIZACION,OTRAS MULTAS,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,2,MULTAS Y SANCIONES NO TRIBUTARIAS,09,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,2,01,R
2025,99,CHACHAPOYAS,1.8,RECURSOS DIRECTAMENTE RECAUDADOS,OTROS INGRESOS,RENTAS DE LA PROPIEDAD,1,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,1,5,6,RECURSOS DIRECTAMENTE RECAUDADOS,AMAZONAS,0,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,INTERESES,NORMAL,2,RENTAS DE LA PROPIEDAD FINANCIERA,09,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1,01,R
2025,99,CHACHAPOYAS,3494,RECURSOS DIRECTAMENTE RECAUDADOS,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,VENTA DE BIENES,4,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,3,3,6,RECURSOS DIRECTAMENTE RECAUDADOS,AMAZONAS,7,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,VENTA DE PRODUCTOS HIDROBIOLOGICOS,VENTA DE PRODUCTOS INDUSTRIALES,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,2,VENTA DE PRODUCTOS INDUSTRIALES,09,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1,01,R
2025,99,CHACHAPOYAS,0,RECURSOS DETERMINADOS,DONACIONES Y TRANSFERENCIAS,DONACIONES Y TRANSFERENCIAS CORRIENTES,4,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,4,4,9,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",AMAZONAS,H,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,CANON GASIFERO,CANON Y SOBRECANON,SUB CUENTA - CANON MINERO,5,POR PARTICIPACIONES DE RECURSOS DETERMINADOS,18,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1,01,R
2025,99,CHACHAPOYAS,0,RECURSOS DETERMINADOS,DONACIONES Y TRANSFERENCIAS,DONACIONES Y TRANSFERENCIAS CORRIENTES,4,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,1,4,12,FONDO DE COMPENSACION REGIONAL - FONCOR,AMAZONAS,2,7,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,FONDO DE COMPENSACION REGIONAL,FONDO DE COMPENSACION REGIONAL,FONCOR - LEY N° 31069,5,POR PARTICIPACIONES DE RECURSOS DETERMINADOS,15,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1,01,R
2025,99,CHACHAPOYAS,45.95,RECURSOS DETERMINADOS,OTROS INGRESOS,RENTAS DE LA PROPIEDAD,1,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,1,5,10,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",AMAZONAS,P,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,INTERESES,SUB CUENTA - REGALIAS MINERAS,5,RENTAS DE LA PROPIEDAD FINANCIERA,18,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1,01,R
2025,99,CHACHAPOYAS,2392,RECURSOS DIRECTAMENTE RECAUDADOS,OTROS INGRESOS,MULTAS Y SANCIONES NO TRIBUTARIAS,1,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,99,5,4,RECURSOS DIRECTAMENTE RECAUDADOS,AMAZONAS,0,6,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,OTRAS MULTAS,OTRAS MULTAS,NORMAL,2,MULTAS Y SANCIONES NO TRIBUTARIAS,09,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,2,01,R
2025,99,CHACHAPOYAS,109.9,RECURSOS DIRECTAMENTE RECAUDADOS,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,DERECHOS Y TASAS ADMINISTRATIVOS,9,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,99,3,8,RECURSOS DIRECTAMENTE RECAUDADOS,AMAZONAS,7,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,OTROS DERECHOS ADMINISTRATIVOS DE INDUSTRIA Y COMERCIO,DERECHOS ADMINISTRATIVOS DE INDUSTRIA Y COMERCIO,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,2,DERECHOS ADMINISTRATIVOS DE INDUSTRIA Y COMERCIO,09,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,2,01,R
2025,99,CHACHAPOYAS,5509788.57,RECURSOS DETERMINADOS,SALDOS DE BALANCE,SALDOS DE BALANCE,1,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,1,9,12,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",AMAZONAS,0,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,SALDOS DE BALANCE,SALDOS DE BALANCE,CANON,5,SALDOS DE BALANCE,18,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1,01,R
2025,99,CHACHAPOYAS,1.4,RECURSOS DIRECTAMENTE RECAUDADOS,OTROS INGRESOS,RENTAS DE LA PROPIEDAD,1,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,1,5,2,RECURSOS DIRECTAMENTE RECAUDADOS,AMAZONAS,0,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,INTERESES,NORMAL,2,RENTAS DE LA PROPIEDAD FINANCIERA,09,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1,01,R
2025,99,CHACHAPOYAS,310.9,RECURSOS DIRECTAMENTE RECAUDADOS,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,DERECHOS Y TASAS ADMINISTRATIVOS,9,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,99,3,11,RECURSOS DIRECTAMENTE RECAUDADOS,AMAZONAS,7,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,OTROS DERECHOS ADMINISTRATIVOS DE INDUSTRIA Y COMERCIO,DERECHOS ADMINISTRATIVOS DE INDUSTRIA Y COMERCIO,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,2,DERECHOS ADMINISTRATIVOS DE INDUSTRIA Y COMERCIO,09,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,2,01,R
2025,99,CHACHAPOYAS,0,RECURSOS DETERMINADOS,SALDOS DE BALANCE,SALDOS DE BALANCE,1,6452045,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,1,9,8,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",AMAZONAS,0,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,SALDOS DE BALANCE,SALDOS DE BALANCE,CANON,5,SALDOS DE BALANCE,18,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1,01,R
2025,99,CHACHAPOYAS,51.29,RECURSOS DETERMINADOS,OTROS INGRESOS,RENTAS DE LA PROPIEDAD,1,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,1,5,4,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",AMAZONAS,P,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,INTERESES,SUB CUENTA - REGALIAS MINERAS,5,RENTAS DE LA PROPIEDAD FINANCIERA,18,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1,01,R
2025,99,CHACHAPOYAS,1301,RECURSOS DIRECTAMENTE RECAUDADOS,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,DERECHOS Y TASAS ADMINISTRATIVOS,6,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,6,3,8,RECURSOS DIRECTAMENTE RECAUDADOS,AMAZONAS,7,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,EXPEDICION DE GUIAS,DERECHOS ADMINISTRATIVOS DE AGRICULTURA,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,2,DERECHOS ADMINISTRATIVOS DE AGRICULTURA,09,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,2,01,R
2025,99,CHACHAPOYAS,0,RECURSOS DIRECTAMENTE RECAUDADOS,OTROS INGRESOS,INGRESOS DIVERSOS,1,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,99,5,1,RECURSOS DIRECTAMENTE RECAUDADOS,AMAZONAS,0,4,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,OTROS INGRESOS DIVERSOS,OTROS INGRESOS DIVERSOS,NORMAL,2,INGRESOS DIVERSOS,09,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,5,01,R
2025,99,CHACHAPOYAS,0,RECURSOS DIRECTAMENTE RECAUDADOS,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,DERECHOS Y TASAS ADMINISTRATIVOS,6,17248,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,6,3,1,RECURSOS DIRECTAMENTE RECAUDADOS,AMAZONAS,0,1,17248,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,EXPEDICION DE GUIAS,DERECHOS ADMINISTRATIVOS DE AGRICULTURA,NORMAL,2,DERECHOS ADMINISTRATIVOS DE AGRICULTURA,09,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,2,01,R
2025,99,CHACHAPOYAS,0,RECURSOS POR OPERACIONES OFICIALES DE CREDITO,ENDEUDAMIENTO,ENDEUDAMIENTO INTERNO,1,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,1,8,1,RECURSOS POR OPERACIONES OFICIALES DE CREDITO,AMAZONAS,0,2,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,DEL BANCO DE LA NACION,OTROS CREDITOS INTERNOS,ENDEUDAMIENTO EXTERNO,3,CREDITOS INTERNOS,19,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,2,01,R
2025,99,CHACHAPOYAS,9535704.36,RECURSOS DETERMINADOS,DONACIONES Y TRANSFERENCIAS,DONACIONES Y TRANSFERENCIAS CORRIENTES,4,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,1,4,12,FONDO DE COMPENSACION REGIONAL - FONCOR,AMAZONAS,27,7,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,FONDO DE COMPENSACION REGIONAL,FONDO DE COMPENSACION REGIONAL,SUB CUENTA - FONCOR - LEY 31069,5,POR PARTICIPACIONES DE RECURSOS DETERMINADOS,15,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1,01,R
2025,99,CHACHAPOYAS,1044182.54,DONACIONES Y TRANSFERENCIAS,SALDOS DE BALANCE,SALDOS DE BALANCE,1,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,1,9,1,DONACIONES Y TRANSFERENCIAS,AMAZONAS,O,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,SALDOS DE BALANCE,SALDOS DE BALANCE,SUBCUENTA- TRANSFERENCIAS DE ENTIDADES DE GN A GR,4,SALDOS DE BALANCE,13,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1,01,R
2025,99,CHACHAPOYAS,1040.79,RECURSOS DIRECTAMENTE RECAUDADOS,OTROS INGRESOS,MULTAS Y SANCIONES NO TRIBUTARIAS,1,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,99,5,3,RECURSOS DIRECTAMENTE RECAUDADOS,AMAZONAS,0,6,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,OTRAS MULTAS,OTRAS MULTAS,NORMAL,2,MULTAS Y SANCIONES NO TRIBUTARIAS,09,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,2,01,R
2025,99,CHACHAPOYAS,4080,RECURSOS DIRECTAMENTE RECAUDADOS,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,VENTA DE BIENES,4,0,01,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,721,01,3,3,7,RECURSOS DIRECTAMENTE RECAUDADOS,AMAZONAS,7,1,0,CHACHAPOYAS,440,REGION AMAZONAS-SEDE CENTRAL,001,VENTA DE PRODUCTOS HIDROBIOLOGICOS,VENTA DE PRODUCTOS INDUSTRIALES,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,2,VENTA DE PRODUCTOS INDUSTRIALES,09,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1,01,R
