"ANO_DOC","MES_DOC","NIVEL_GOBIERNO","NIVEL_GOBIERNO_NOMBRE","SECTOR","SECTOR_NOMBRE","PLIEGO","PLIEGO_NOMBRE","SEC_EJEC","EJECUTORA","EJECUTORA_NOMBRE","DEPARTAMENTO_EJECUTORA","DEPARTAMENTO_EJECUTORA_NOMBRE","PROVINCIA_EJECUTORA","PROVINCIA_EJECUTORA_NOMBRE","DISTRITO_EJECUTORA","DISTRITO_EJECUTORA_NOMBRE","FUENTE_FINANCIAMIENTO","FUENTE_FINANCIAMIENTO_NOMBRE","RUBRO","RUBRO_NOMBRE","TIPO_RECURSO","TIPO_RECURSO_NOMBRE","GENERICA","GENERICA_NOMBRE","SUBGENERICA","SUBGENERICA_NOMBRE","SUBGENERICA_DET","SUBGENERICA_DET_NOMBRE","ESPECIFICA","ESPECIFICA_NOMBRE","ESPECIFICA_DET","ESPECIFICA_DET_NOMBRE","MONTO_PIA","MONTO_PIM","MONTO_RECAUDADO"
"2020","1","R","GOBIERNOS REGIONALES","98","MANCOMUNIDADES REGIONALES","001","MANCOMUNIDAD REGIONAL DE LOS ANDES","360001","001","MANCOMUNIDAD REGIONAL DE LOS ANDES","15","LIMA","01","LIMA","31","SAN ISIDRO","4","DONACIONES Y TRANSFERENCIAS","13","DONACIONES Y TRANSFERENCIAS","0","NORMAL","9","SALDOS DE BALANCE","1","SALDOS DE BALANCE","1","SALDOS DE BALANCE","1","SALDOS DE BALANCE","1","SALDOS DE BALANCE","0","9145040","0"
"2020","5","R","GOBIERNOS REGIONALES","98","MANCOMUNIDADES REGIONALES","001","MANCOMUNIDAD REGIONAL DE LOS ANDES","360001","001","MANCOMUNIDAD REGIONAL DE LOS ANDES","15","LIMA","01","LIMA","31","SAN ISIDRO","4","DONACIONES Y TRANSFERENCIAS","13","DONACIONES Y TRANSFERENCIAS","A","TRANSFERENCIAS DE ENTIDADES DEL GOBIERNO NACIONAL Y REGIONAL","4","DONACIONES Y TRANSFERENCIAS","2","DONACIONES DE CAPITAL","3","DE OTRAS UNIDADES DE GOBIERNO","1","DE OTRAS UNIDADES DE GOBIERNO","2","DE LOS GOBIERNOS REGIONALES","0","0","0"
"2020","1","R","GOBIERNOS REGIONALES","98","MANCOMUNIDADES REGIONALES","001","MANCOMUNIDAD REGIONAL DE LOS ANDES","360001","001","MANCOMUNIDAD REGIONAL DE LOS ANDES","15","LIMA","01","LIMA","31","SAN ISIDRO","4","DONACIONES Y TRANSFERENCIAS","13","DONACIONES Y TRANSFERENCIAS","18","SUBCUENTA - TRANSFERENCIAS FINANCIERAS","9","SALDOS DE BALANCE","1","SALDOS DE BALANCE","1","SALDOS DE BALANCE","1","SALDOS DE BALANCE","1","SALDOS DE BALANCE","0","0","9145040"
"2020","12","R","GOBIERNOS REGIONALES","98","MANCOMUNIDADES REGIONALES","001","MANCOMUNIDAD REGIONAL DE LOS ANDES","360001","001","MANCOMUNIDAD REGIONAL DE LOS ANDES","15","LIMA","01","LIMA","31","SAN ISIDRO","4","DONACIONES Y TRANSFERENCIAS","13","DONACIONES Y TRANSFERENCIAS","18","SUBCUENTA - TRANSFERENCIAS FINANCIERAS","4","DONACIONES Y TRANSFERENCIAS","1","DONACIONES Y TRANSFERENCIAS CORRIENTES","3","DE OTRAS UNIDADES DE GOBIERNO","1","DE OTRAS UNIDADES DE GOBIERNO","2","DE LOS GOBIERNOS REGIONALES","0","0","76000"
"2020","1","R","GOBIERNOS REGIONALES","98","MANCOMUNIDADES REGIONALES","001","MANCOMUNIDAD REGIONAL DE LOS ANDES","360001","001","MANCOMUNIDAD REGIONAL DE LOS ANDES","15","LIMA","01","LIMA","31","SAN ISIDRO","4","DONACIONES Y TRANSFERENCIAS","13","DONACIONES Y TRANSFERENCIAS","0","NORMAL","4","DONACIONES Y TRANSFERENCIAS","2","DONACIONES DE CAPITAL","3","DE OTRAS UNIDADES DE GOBIERNO","1","DE OTRAS UNIDADES DE GOBIERNO","2","DE LOS GOBIERNOS REGIONALES","0","0","0"
"2020","9","R","GOBIERNOS REGIONALES","98","MANCOMUNIDADES REGIONALES","001","MANCOMUNIDAD REGIONAL DE LOS ANDES","360001","001","MANCOMUNIDAD REGIONAL DE LOS ANDES","15","LIMA","01","LIMA","31","SAN ISIDRO","4","DONACIONES Y TRANSFERENCIAS","13","DONACIONES Y TRANSFERENCIAS","0","NORMAL","4","DONACIONES Y TRANSFERENCIAS","2","DONACIONES DE CAPITAL","3","DE OTRAS UNIDADES DE GOBIERNO","1","DE OTRAS UNIDADES DE GOBIERNO","2","DE LOS GOBIERNOS REGIONALES","0","2000000","0"
"2020","1","R","GOBIERNOS REGIONALES","98","MANCOMUNIDADES REGIONALES","001","MANCOMUNIDAD REGIONAL DE LOS ANDES","360001","001","MANCOMUNIDAD REGIONAL DE LOS ANDES","15","LIMA","01","LIMA","31","SAN ISIDRO","4","DONACIONES Y TRANSFERENCIAS","13","DONACIONES Y TRANSFERENCIAS","0","NORMAL","4","DONACIONES Y TRANSFERENCIAS","1","DONACIONES Y TRANSFERENCIAS CORRIENTES","3","DE OTRAS UNIDADES DE GOBIERNO","1","DE OTRAS UNIDADES DE GOBIERNO","2","DE LOS GOBIERNOS REGIONALES","0","0","0"
"2020","4","R","GOBIERNOS REGIONALES","98","MANCOMUNIDADES REGIONALES","001","MANCOMUNIDAD REGIONAL DE LOS ANDES","360001","001","MANCOMUNIDAD REGIONAL DE LOS ANDES","15","LIMA","01","LIMA","31","SAN ISIDRO","4","DONACIONES Y TRANSFERENCIAS","13","DONACIONES Y TRANSFERENCIAS","18","SUBCUENTA - TRANSFERENCIAS FINANCIERAS","9","SALDOS DE BALANCE","1","SALDOS DE BALANCE","1","SALDOS DE BALANCE","1","SALDOS DE BALANCE","1","SALDOS DE BALANCE","0","0","17361"
"2020","7","R","GOBIERNOS REGIONALES","98","MANCOMUNIDADES REGIONALES","001","MANCOMUNIDAD REGIONAL DE LOS ANDES","360001","001","MANCOMUNIDAD REGIONAL DE LOS ANDES","15","LIMA","01","LIMA","31","SAN ISIDRO","4","DONACIONES Y TRANSFERENCIAS","13","DONACIONES Y TRANSFERENCIAS","18","SUBCUENTA - TRANSFERENCIAS FINANCIERAS","4","DONACIONES Y TRANSFERENCIAS","1","DONACIONES Y TRANSFERENCIAS CORRIENTES","3","DE OTRAS UNIDADES DE GOBIERNO","1","DE OTRAS UNIDADES DE GOBIERNO","2","DE LOS GOBIERNOS REGIONALES","0","0","50000"
"2020","5","R","GOBIERNOS REGIONALES","98","MANCOMUNIDADES REGIONALES","001","MANCOMUNIDAD REGIONAL DE LOS ANDES","360001","001","MANCOMUNIDAD REGIONAL DE LOS ANDES","15","LIMA","01","LIMA","31","SAN ISIDRO","4","DONACIONES Y TRANSFERENCIAS","13","DONACIONES Y TRANSFERENCIAS","0","NORMAL","4","DONACIONES Y TRANSFERENCIAS","1","DONACIONES Y TRANSFERENCIAS CORRIENTES","3","DE OTRAS UNIDADES DE GOBIERNO","1","DE OTRAS UNIDADES DE GOBIERNO","2","DE LOS GOBIERNOS REGIONALES","0","50000","0"
