SEC_EJEC,SUBGENERICA_DET_NOMBRE,NIVEL_GOBIERNO_NOMBRE,FUENTE_FINANCIAMIENTO_NOMBRE,DISTRITO_EJECUTORA_NOMBRE,RUBRO,MONTO_PIM,FUENTE_FINANCIAMIENTO,SUBGENERICA_NOMBRE,EJECUTORA,MES_DOC,DEPARTAMENTO_EJECUTORA,ESPECIFICA_DET,GENERICA_NOMBRE,MONTO_PIA,NIVEL_GOBIERNO,MONTO_RECAUDADO,EJECUTORA_NOMBRE,PLIEGO_NOMBRE,TIPO_RECURSO_NOMBRE,PROVINCIA_EJECUTORA,PROVINCIA_EJECUTORA_NOMBRE,SECTOR_NOMBRE,ANO_DOC,PLIEGO,DISTRITO_EJECUTORA,TIPO_RECURSO,ESPECIFICA_DET_NOMBRE,ESPECIFICA_NOMBRE,DEPARTAMENTO_EJECUTORA_NOMBRE,GENERICA,ESPECIFICA,SECTOR,SUBGENERICA,RUBRO_NOMBRE,SUBGENERICA_DET
1664,SERVICIOS DE SALUD,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,VENTA DE SERVICIOS,405,1,01,4,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0,R,0,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,7,"DIAGNOSTICOS POR IMAGENES (RAYOS X, ECOGRAFIAS, TOMOGRAFIAS, OTROS)",EXAMENES DE LABORATORIO Y DE AYUDA AL DIAGNOSTICO,AMAZONAS,3,2,99,3,RECURSOS DIRECTAMENTE RECAUDADOS,4
1664,DERECHOS ADMINISTRATIVOS DE SALUD,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,DERECHOS Y TASAS ADMINISTRATIVOS,405,7,01,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0,R,245,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,TASAS DE SALUD,DERECHOS ADMINISTRATIVOS DE SALUD,AMAZONAS,3,1,99,2,RECURSOS DIRECTAMENTE RECAUDADOS,4
1664,SERVICIOS DE SALUD,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,VENTA DE SERVICIOS,405,6,01,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0,R,65,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,7,EXAMENES DE LABORATORIO,EXAMENES DE LABORATORIO Y DE AYUDA AL DIAGNOSTICO,AMAZONAS,3,2,99,3,RECURSOS DIRECTAMENTE RECAUDADOS,4
1664,SERVICIOS DE SALUD,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,VENTA DE SERVICIOS,405,1,01,4,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0,R,0,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,7,SERVICIO DE EMERGENCIA,SERVICIOS MEDICOS - ASISTENCIALES,AMAZONAS,3,1,99,3,RECURSOS DIRECTAMENTE RECAUDADOS,4
1664,DERECHOS ADMINISTRATIVOS DE SALUD,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,DERECHOS Y TASAS ADMINISTRATIVOS,405,12,01,4,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0,R,960,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,CERTIFICADOS,DERECHOS ADMINISTRATIVOS DE SALUD,AMAZONAS,3,1,99,2,RECURSOS DIRECTAMENTE RECAUDADOS,4
1664,SERVICIOS DE SALUD,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,VENTA DE SERVICIOS,405,5,01,99,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0,R,170,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,OTROS SERVICIOS MEDICOS - ASISTENCIALES,SERVICIOS MEDICOS - ASISTENCIALES,AMAZONAS,3,1,99,3,RECURSOS DIRECTAMENTE RECAUDADOS,4
1664,SALDOS DE BALANCE,GOBIERNOS REGIONALES,RECURSOS POR OPERACIONES OFICIALES DE CREDITO,NIEVA,19,0,3,SALDOS DE BALANCE,405,4,01,1,SALDOS DE BALANCE,0,R,51963.90,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,SUB CUENTA - EMERGENCIA SANITARIA COVID-19 - ROOC,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,20,SALDOS DE BALANCE,SALDOS DE BALANCE,AMAZONAS,9,1,99,1,RECURSOS POR OPERACIONES OFICIALES DE CREDITO,1
1664,SERVICIOS DE SALUD,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,VENTA DE SERVICIOS,405,12,01,5,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0,R,60,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,CIRUGIA,SERVICIOS MEDICOS - ASISTENCIALES,AMAZONAS,3,1,99,3,RECURSOS DIRECTAMENTE RECAUDADOS,4
1664,SERVICIOS DE SALUD,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,VENTA DE SERVICIOS,405,5,01,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0,R,336,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,ATENCION MEDICA,SERVICIOS MEDICOS - ASISTENCIALES,AMAZONAS,3,1,99,3,RECURSOS DIRECTAMENTE RECAUDADOS,4
1664,RENTAS DE LA PROPIEDAD FINANCIERA,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,RENTAS DE LA PROPIEDAD,405,3,01,1,OTROS INGRESOS,0,R,218.05,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,7,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,INTERESES,AMAZONAS,5,1,99,1,RECURSOS DIRECTAMENTE RECAUDADOS,1
1664,SERVICIOS DE SALUD,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,VENTA DE SERVICIOS,405,9,01,99,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0,R,45,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,OTROS SERVICIOS MEDICOS - ASISTENCIALES,SERVICIOS MEDICOS - ASISTENCIALES,AMAZONAS,3,1,99,3,RECURSOS DIRECTAMENTE RECAUDADOS,4
1664,SERVICIOS DE SALUD,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,VENTA DE SERVICIOS,405,10,01,7,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0,R,187,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,SERVICIO DE TOPICO,SERVICIOS MEDICOS - ASISTENCIALES,AMAZONAS,3,1,99,3,RECURSOS DIRECTAMENTE RECAUDADOS,4
1664,SANCIONES,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,MULTAS Y SANCIONES NO TRIBUTARIAS,405,3,01,99,OTROS INGRESOS,0,R,81477.83,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,7,OTRAS SANCIONES,SANCIONES ADMINISTRATIVAS,AMAZONAS,5,1,99,2,RECURSOS DIRECTAMENTE RECAUDADOS,2
1664,SANCIONES,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,81477,2,MULTAS Y SANCIONES NO TRIBUTARIAS,405,10,01,99,OTROS INGRESOS,0,R,0,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,OTRAS SANCIONES,SANCIONES ADMINISTRATIVAS,AMAZONAS,5,1,99,2,RECURSOS DIRECTAMENTE RECAUDADOS,2
1664,DE OTRAS UNIDADES DE GOBIERNO,GOBIERNOS REGIONALES,DONACIONES Y TRANSFERENCIAS,NIEVA,13,0,4,DONACIONES Y TRANSFERENCIAS CORRIENTES,405,12,01,1,DONACIONES Y TRANSFERENCIAS,0,R,77817,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,SUBCUENTA - TRANSFERENCIAS FINANCIERAS,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,18,DEL GOBIERNO NACIONAL,DE OTRAS UNIDADES DE GOBIERNO,AMAZONAS,4,1,99,1,DONACIONES Y TRANSFERENCIAS,3
1664,SERVICIOS DE SALUD,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,VENTA DE SERVICIOS,405,9,01,5,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0,R,889,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,CIRUGIA,SERVICIOS MEDICOS - ASISTENCIALES,AMAZONAS,3,1,99,3,RECURSOS DIRECTAMENTE RECAUDADOS,4
1664,DE OTRAS UNIDADES DE GOBIERNO,GOBIERNOS REGIONALES,RECURSOS DETERMINADOS,NIEVA,18,210015,5,DONACIONES Y TRANSFERENCIAS CORRIENTES,405,7,01,5,DONACIONES Y TRANSFERENCIAS,0,R,0,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,CANON,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,DE FONDOS PUBLICOS,DE OTRAS UNIDADES DE GOBIERNO,AMAZONAS,4,1,99,1,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",3
1664,RENTAS DE LA PROPIEDAD FINANCIERA,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,RENTAS DE LA PROPIEDAD,405,10,01,1,OTROS INGRESOS,0,R,462.84,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,7,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,INTERESES,AMAZONAS,5,1,99,1,RECURSOS DIRECTAMENTE RECAUDADOS,1
1664,SERVICIOS DE SALUD,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,VENTA DE SERVICIOS,405,7,01,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0,R,430,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,ATENCION MEDICA,SERVICIOS MEDICOS - ASISTENCIALES,AMAZONAS,3,1,99,3,RECURSOS DIRECTAMENTE RECAUDADOS,4
1664,RENTAS DE LA PROPIEDAD FINANCIERA,GOBIERNOS REGIONALES,RECURSOS DETERMINADOS,NIEVA,15,0,5,RENTAS DE LA PROPIEDAD,405,8,01,1,OTROS INGRESOS,0,R,4.80,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,SUB CUENTA - FONCOR - LEY 31069,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,27,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,INTERESES,AMAZONAS,5,1,99,1,FONDO DE COMPENSACION REGIONAL - FONCOR,1
1664,SALDOS DE BALANCE,GOBIERNOS REGIONALES,DONACIONES Y TRANSFERENCIAS,NIEVA,13,7024,4,SALDOS DE BALANCE,405,4,01,1,SALDOS DE BALANCE,0,R,0,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,SALDOS DE BALANCE,SALDOS DE BALANCE,AMAZONAS,9,1,99,1,DONACIONES Y TRANSFERENCIAS,1
1664,SERVICIOS DE SALUD,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,VENTA DE SERVICIOS,405,8,01,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0,R,265,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,ATENCION MEDICA,SERVICIOS MEDICOS - ASISTENCIALES,AMAZONAS,3,1,99,3,RECURSOS DIRECTAMENTE RECAUDADOS,4
1664,SERVICIOS DE SALUD,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,VENTA DE SERVICIOS,405,5,01,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0,R,1901,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,EXAMENES DE LABORATORIO,EXAMENES DE LABORATORIO Y DE AYUDA AL DIAGNOSTICO,AMAZONAS,3,2,99,3,RECURSOS DIRECTAMENTE RECAUDADOS,4
1664,SERVICIOS DE SALUD,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,VENTA DE SERVICIOS,405,5,01,4,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0,R,662,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,SERVICIO DE EMERGENCIA,SERVICIOS MEDICOS - ASISTENCIALES,AMAZONAS,3,1,99,3,RECURSOS DIRECTAMENTE RECAUDADOS,4
1664,DERECHOS ADMINISTRATIVOS DE SALUD,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,DERECHOS Y TASAS ADMINISTRATIVOS,405,8,01,5,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0,R,225,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,PASES SANITARIOS,DERECHOS ADMINISTRATIVOS DE SALUD,AMAZONAS,3,1,99,2,RECURSOS DIRECTAMENTE RECAUDADOS,4
1664,SERVICIOS DE SALUD,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,VENTA DE SERVICIOS,405,9,01,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0,R,2086,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,EXAMENES DE LABORATORIO,EXAMENES DE LABORATORIO Y DE AYUDA AL DIAGNOSTICO,AMAZONAS,3,2,99,3,RECURSOS DIRECTAMENTE RECAUDADOS,4
1664,SERVICIOS DE SALUD,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,VENTA DE SERVICIOS,405,8,01,1,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0,R,750,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,EXAMENES DE LABORATORIO,EXAMENES DE LABORATORIO Y DE AYUDA AL DIAGNOSTICO,AMAZONAS,3,2,99,3,RECURSOS DIRECTAMENTE RECAUDADOS,4
1664,DERECHOS ADMINISTRATIVOS DE SALUD,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,DERECHOS Y TASAS ADMINISTRATIVOS,405,7,01,5,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0,R,400,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,PASES SANITARIOS,DERECHOS ADMINISTRATIVOS DE SALUD,AMAZONAS,3,1,99,2,RECURSOS DIRECTAMENTE RECAUDADOS,4
1664,SERVICIOS DE SALUD,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,1000,2,VENTA DE SERVICIOS,405,1,01,2,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,1000,R,90,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,ATENCION DENTAL,SERVICIOS MEDICOS - ASISTENCIALES,AMAZONAS,3,1,99,3,RECURSOS DIRECTAMENTE RECAUDADOS,4
1664,DE OTRAS UNIDADES DE GOBIERNO,GOBIERNOS REGIONALES,DONACIONES Y TRANSFERENCIAS,NIEVA,13,615159,4,DONACIONES Y TRANSFERENCIAS CORRIENTES,405,2,01,1,DONACIONES Y TRANSFERENCIAS,0,R,0,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,DEL GOBIERNO NACIONAL,DE OTRAS UNIDADES DE GOBIERNO,AMAZONAS,4,1,99,1,DONACIONES Y TRANSFERENCIAS,3
1664,SERVICIOS DE SALUD,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,VENTA DE SERVICIOS,405,5,01,4,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0,R,380,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,"DIAGNOSTICOS POR IMAGENES (RAYOS X, ECOGRAFIAS, TOMOGRAFIAS, OTROS)",EXAMENES DE LABORATORIO Y DE AYUDA AL DIAGNOSTICO,AMAZONAS,3,2,99,3,RECURSOS DIRECTAMENTE RECAUDADOS,4
1664,SANCIONES,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,7923,2,MULTAS Y SANCIONES NO TRIBUTARIAS,405,10,01,3,OTROS INGRESOS,0,R,0,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,EJECUCION DE GARANTIA,SANCIONES ADMINISTRATIVAS,AMAZONAS,5,1,99,2,RECURSOS DIRECTAMENTE RECAUDADOS,2
1664,DERECHOS ADMINISTRATIVOS DE SALUD,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,2700,2,DERECHOS Y TASAS ADMINISTRATIVOS,405,1,01,5,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,2700,R,0,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,PASES SANITARIOS,DERECHOS ADMINISTRATIVOS DE SALUD,AMAZONAS,3,1,99,2,RECURSOS DIRECTAMENTE RECAUDADOS,4
1664,RENTAS DE LA PROPIEDAD FINANCIERA,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,RENTAS DE LA PROPIEDAD,405,11,01,1,OTROS INGRESOS,0,R,813.79,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,7,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,INTERESES,AMAZONAS,5,1,99,1,RECURSOS DIRECTAMENTE RECAUDADOS,1
1664,SERVICIOS DE SALUD,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,VENTA DE SERVICIOS,405,6,01,4,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0,R,600,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,"DIAGNOSTICOS POR IMAGENES (RAYOS X, ECOGRAFIAS, TOMOGRAFIAS, OTROS)",EXAMENES DE LABORATORIO Y DE AYUDA AL DIAGNOSTICO,AMAZONAS,3,2,99,3,RECURSOS DIRECTAMENTE RECAUDADOS,4
1664,RENTAS DE LA PROPIEDAD FINANCIERA,GOBIERNOS REGIONALES,RECURSOS DETERMINADOS,NIEVA,15,0,5,RENTAS DE LA PROPIEDAD,405,10,01,1,OTROS INGRESOS,0,R,4.83,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,SUB CUENTA - FONCOR - LEY 31069,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,27,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,INTERESES,AMAZONAS,5,1,99,1,FONDO DE COMPENSACION REGIONAL - FONCOR,1
1664,SANCIONES,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,MULTAS Y SANCIONES NO TRIBUTARIAS,405,6,01,3,OTROS INGRESOS,0,R,4928,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,EJECUCION DE GARANTIA,SANCIONES ADMINISTRATIVAS,AMAZONAS,5,1,99,2,RECURSOS DIRECTAMENTE RECAUDADOS,2
1664,SANCIONES,GOBIERNOS REGIONALES,RECURSOS DIRECTAMENTE RECAUDADOS,NIEVA,09,0,2,MULTAS Y SANCIONES NO TRIBUTARIAS,405,2,01,3,OTROS INGRESOS,0,R,999.60,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,NORMAL,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,0,EJECUCION DE GARANTIA,SANCIONES ADMINISTRATIVAS,AMAZONAS,5,1,99,2,RECURSOS DIRECTAMENTE RECAUDADOS,2
1664,DE OTRAS UNIDADES DE GOBIERNO,GOBIERNOS REGIONALES,DONACIONES Y TRANSFERENCIAS,NIEVA,13,0,4,DONACIONES Y TRANSFERENCIAS CORRIENTES,405,8,01,1,DONACIONES Y TRANSFERENCIAS,0,R,112939,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,SUBCUENTA - TRANSFERENCIAS FINANCIERAS,04,CONDORCANQUI,GOBIERNOS REGIONALES,2023,440,01,18,DEL GOBIERNO NACIONAL,DE OTRAS UNIDADES DE GOBIERNO,AMAZONAS,4,1,99,1,DONACIONES Y TRANSFERENCIAS,3
