EJECUTORA_NOMBRE,ANO_DOC,NIVEL_GOBIERNO_NOMBRE,EJECUTORA,PLIEGO,SUBGENERICA_NOMBRE,MES_DOC,PROVINCIA_EJECUTORA_NOMBRE,RUBRO_NOMBRE,DISTRITO_EJECUTORA,SECTOR_NOMBRE,FUENTE_FINANCIAMIENTO,SUBGENERICA_DET_NOMBRE,SUBGENERICA,DISTRITO_EJECUTORA_NOMBRE,DEPARTAMENTO_EJECUTORA,NIVEL_GOBIERNO,MONTO_PIM,DEPARTAMENTO_EJECUTORA_NOMBRE,SUBGENERICA_DET,ESPECIFICA_NOMBRE,ESPECIFICA,FUENTE_FINANCIAMIENTO_NOMBRE,PLIEGO_NOMBRE,PROVINCIA_EJECUTORA,ESPECIFICA_DET_NOMBRE,SECTOR,TIPO_RECURSO,GENERICA,RUBRO,TIPO_RECURSO_NOMBRE,MONTO_RECAUDADO,ESPECIFICA_DET,SEC_EJEC,GENERICA_NOMBRE,MONTO_PIA
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,VENTA DE BIENES,1,POMABAMBA,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,VENTA DE PRODUCTOS DE SALUD,1,POMABAMBA,02,R,50000,ANCASH,6,VENTA DE PRODUCTOS DE SALUD,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,MEDICINAS,99,0,3,09,NORMAL,0,2,745,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,50000
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,VENTA DE SERVICIOS,1,POMABAMBA,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,SERVICIOS DE SALUD,3,POMABAMBA,02,R,160000,ANCASH,4,OTROS SERVICIOS DE SALUD,3,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,OTROS SERVICIOS DE SALUD,99,0,3,09,NORMAL,0,99,745,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,160000
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,VENTA DE BIENES,1,POMABAMBA,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,VENTA DE PRODUCTOS DE SALUD,1,POMABAMBA,02,R,0,ANCASH,6,VENTA DE PRODUCTOS DE SALUD,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,MEDICINAS,99,7,3,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,1455.77,2,745,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,SALDOS DE BALANCE,2,POMABAMBA,FONDO DE COMPENSACION REGIONAL - FONCOR,01,GOBIERNOS REGIONALES,5,SALDOS DE BALANCE,1,POMABAMBA,02,R,0,ANCASH,1,SALDOS DE BALANCE,1,RECURSOS DETERMINADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,SALDOS DE BALANCE,99,27,9,15,SUB CUENTA - FONCOR - LEY 31069,32432.56,1,745,SALDOS DE BALANCE,0
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,SALDOS DE BALANCE,1,POMABAMBA,FONDO DE COMPENSACION REGIONAL - FONCOR,01,GOBIERNOS REGIONALES,5,SALDOS DE BALANCE,1,POMABAMBA,02,R,0,ANCASH,1,SALDOS DE BALANCE,1,RECURSOS DETERMINADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,SALDOS DE BALANCE,99,0,9,15,NORMAL,0,1,745,SALDOS DE BALANCE,0
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,SALDOS DE BALANCE,2,POMABAMBA,DONACIONES Y TRANSFERENCIAS,01,GOBIERNOS REGIONALES,4,SALDOS DE BALANCE,1,POMABAMBA,02,R,2032,ANCASH,1,SALDOS DE BALANCE,1,DONACIONES Y TRANSFERENCIAS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,SALDOS DE BALANCE,99,0,9,13,NORMAL,0,1,745,SALDOS DE BALANCE,0
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,VENTA DE SERVICIOS,1,POMABAMBA,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,SERVICIOS DE SALUD,3,POMABAMBA,02,R,9000,ANCASH,4,EXAMENES DE LABORATORIO Y DE AYUDA AL DIAGNOSTICO,2,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,EXAMENES DE LABORATORIO,99,0,3,09,NORMAL,0,1,745,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,9000
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,DERECHOS Y TASAS ADMINISTRATIVOS,1,POMABAMBA,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,DERECHOS ADMINISTRATIVOS DE SALUD,2,POMABAMBA,02,R,2637,ANCASH,4,DERECHOS ADMINISTRATIVOS DE SALUD,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,CARNETS Y/O TARJETAS DE ATENCION,99,0,3,09,NORMAL,0,6,745,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,2637
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,VENTA DE SERVICIOS,1,POMABAMBA,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,SERVICIOS DE SALUD,3,POMABAMBA,02,R,18545,ANCASH,4,EXAMENES DE LABORATORIO Y DE AYUDA AL DIAGNOSTICO,2,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,"DIAGNOSTICOS POR IMAGENES (RAYOS X, ECOGRAFIAS, TOMOGRAFIAS, OTROS)",99,0,3,09,NORMAL,0,4,745,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,18545
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,VENTA DE SERVICIOS,1,POMABAMBA,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,SERVICIOS DE SALUD,3,POMABAMBA,02,R,46568,ANCASH,4,SERVICIOS MEDICOS - ASISTENCIALES,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,CIRUGIA,99,0,3,09,NORMAL,0,5,745,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,46568
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,VENTA DE BIENES,3,POMABAMBA,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,VENTA DE PRODUCTOS DE SALUD,1,POMABAMBA,02,R,0,ANCASH,6,VENTA DE PRODUCTOS DE SALUD,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,MEDICINAS,99,7,3,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,1727.88,2,745,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,VENTA DE SERVICIOS,3,POMABAMBA,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,SERVICIOS DE SALUD,3,POMABAMBA,02,R,0,ANCASH,4,OTROS SERVICIOS DE SALUD,3,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,OTROS SERVICIOS DE SALUD,99,0,3,09,NORMAL,2241.09,99,745,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,VENTA DE SERVICIOS,4,POMABAMBA,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,SERVICIOS DE SALUD,3,POMABAMBA,02,R,0,ANCASH,4,OTROS SERVICIOS DE SALUD,3,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,OTROS SERVICIOS DE SALUD,99,7,3,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,9510.1,99,745,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,VENTA DE SERVICIOS,1,POMABAMBA,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,SERVICIOS DE SALUD,3,POMABAMBA,02,R,21882,ANCASH,4,SERVICIOS MEDICOS - ASISTENCIALES,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,EXAMEN PSICOLOGICO Y/O SIQUIATRICA,99,0,3,09,NORMAL,0,3,745,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,21882
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,SALDOS DE BALANCE,1,POMABAMBA,DONACIONES Y TRANSFERENCIAS,01,GOBIERNOS REGIONALES,4,SALDOS DE BALANCE,1,POMABAMBA,02,R,0,ANCASH,1,SALDOS DE BALANCE,1,DONACIONES Y TRANSFERENCIAS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,SALDOS DE BALANCE,99,0,9,13,NORMAL,0,1,745,SALDOS DE BALANCE,0
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,SALDOS DE BALANCE,3,POMABAMBA,FONDO DE COMPENSACION REGIONAL - FONCOR,01,GOBIERNOS REGIONALES,5,SALDOS DE BALANCE,1,POMABAMBA,02,R,145335,ANCASH,1,SALDOS DE BALANCE,1,RECURSOS DETERMINADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,SALDOS DE BALANCE,99,0,9,15,NORMAL,0,1,745,SALDOS DE BALANCE,0
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,DERECHOS Y TASAS ADMINISTRATIVOS,1,POMABAMBA,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,DERECHOS ADMINISTRATIVOS DE SALUD,2,POMABAMBA,02,R,20000,ANCASH,4,DERECHOS ADMINISTRATIVOS DE SALUD,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,OTROS DERECHOS ADMINISTRATIVOS DE SALUD,99,0,3,09,NORMAL,0,99,745,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,20000
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,DONACIONES Y TRANSFERENCIAS CORRIENTES,4,POMABAMBA,FONDO DE COMPENSACION REGIONAL - FONCOR,01,GOBIERNOS REGIONALES,5,POR PARTICIPACIONES DE RECURSOS DETERMINADOS,1,POMABAMBA,02,R,0,ANCASH,4,FONDO DE COMPENSACION REGIONAL,7,RECURSOS DETERMINADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,FONDO DE COMPENSACION REGIONAL,99,27,4,15,SUB CUENTA - FONCOR - LEY 31069,1091915,1,745,DONACIONES Y TRANSFERENCIAS,0
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,SALDOS DE BALANCE,1,POMABAMBA,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",01,GOBIERNOS REGIONALES,5,SALDOS DE BALANCE,1,POMABAMBA,02,R,0,ANCASH,1,SALDOS DE BALANCE,1,RECURSOS DETERMINADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,SALDOS DE BALANCE,99,0,9,18,CANON,0,1,745,SALDOS DE BALANCE,0
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,SALDOS DE BALANCE,1,POMABAMBA,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,SALDOS DE BALANCE,1,POMABAMBA,02,R,2000,ANCASH,1,SALDOS DE BALANCE,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,SALDOS DE BALANCE,99,0,9,09,NORMAL,0,1,745,SALDOS DE BALANCE,2000
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,SALDOS DE BALANCE,2,POMABAMBA,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",01,GOBIERNOS REGIONALES,5,SALDOS DE BALANCE,1,POMABAMBA,02,R,0,ANCASH,1,SALDOS DE BALANCE,1,RECURSOS DETERMINADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,SALDOS DE BALANCE,99,H,9,18,SUB CUENTA - CANON MINERO,18624.63,1,745,SALDOS DE BALANCE,0
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,RENTAS DE LA PROPIEDAD,1,POMABAMBA,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",01,GOBIERNOS REGIONALES,5,RENTAS DE LA PROPIEDAD FINANCIERA,1,POMABAMBA,02,R,0,ANCASH,1,INTERESES,1,RECURSOS DETERMINADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,99,H,5,18,SUB CUENTA - CANON MINERO,17.37,1,745,OTROS INGRESOS,0
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,RENTAS DE LA PROPIEDAD,1,POMABAMBA,FONDO DE COMPENSACION REGIONAL - FONCOR,01,GOBIERNOS REGIONALES,5,RENTAS DE LA PROPIEDAD FINANCIERA,1,POMABAMBA,02,R,0,ANCASH,1,INTERESES,1,RECURSOS DETERMINADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,99,27,5,15,SUB CUENTA - FONCOR - LEY 31069,521.6,1,745,OTROS INGRESOS,0
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,SALDOS DE BALANCE,2,POMABAMBA,DONACIONES Y TRANSFERENCIAS,01,GOBIERNOS REGIONALES,4,SALDOS DE BALANCE,1,POMABAMBA,02,R,0,ANCASH,1,SALDOS DE BALANCE,1,DONACIONES Y TRANSFERENCIAS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,SALDOS DE BALANCE,99,25,9,13,SUBCUENTA - SALDOS DE TRANSFERENCIAS FINANCIERAS (ART. 9º RD 004-2022-EF/52.01),125.22,1,745,SALDOS DE BALANCE,0
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,SALDOS DE BALANCE,2,POMABAMBA,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,SALDOS DE BALANCE,1,POMABAMBA,02,R,0,ANCASH,1,SALDOS DE BALANCE,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,SALDOS DE BALANCE,99,0,9,09,NORMAL,38339.29,1,745,SALDOS DE BALANCE,0
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,RENTAS DE LA PROPIEDAD,2,POMABAMBA,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",01,GOBIERNOS REGIONALES,5,RENTAS DE LA PROPIEDAD FINANCIERA,1,POMABAMBA,02,R,0,ANCASH,1,INTERESES,1,RECURSOS DETERMINADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,99,H,5,18,SUB CUENTA - CANON MINERO,17.37,1,745,OTROS INGRESOS,0
REGION ANCASH-SALUD POMABAMBA,2026,GOBIERNOS REGIONALES,406,441,VENTA DE SERVICIOS,1,POMABAMBA,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,SERVICIOS DE SALUD,3,POMABAMBA,02,R,0,ANCASH,4,OTROS SERVICIOS DE SALUD,3,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,16,OTROS SERVICIOS DE SALUD,99,7,3,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,17118,99,745,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0
REGION ANCASH-SALUD HUARI,2026,GOBIERNOS REGIONALES,407,441,VENTA DE SERVICIOS,4,HUARI,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,SERVICIOS DE SALUD,3,HUARI,02,R,0,ANCASH,4,SERVICIOS MEDICOS - ASISTENCIALES,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,10,ATENCION DENTAL,99,7,3,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,20,2,746,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0
REGION ANCASH-SALUD HUARI,2026,GOBIERNOS REGIONALES,407,441,VENTA DE SERVICIOS,2,HUARI,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,SERVICIOS DE SALUD,3,HUARI,02,R,0,ANCASH,4,EXAMENES DE LABORATORIO Y DE AYUDA AL DIAGNOSTICO,2,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,10,EXAMENES DE LABORATORIO,99,7,3,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,543.5,1,746,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0
REGION ANCASH-SALUD HUARI,2026,GOBIERNOS REGIONALES,407,441,VENTA DE SERVICIOS,3,HUARI,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,SERVICIOS DE SALUD,3,HUARI,02,R,0,ANCASH,4,EXAMENES DE LABORATORIO Y DE AYUDA AL DIAGNOSTICO,2,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,10,"DIAGNOSTICOS POR IMAGENES (RAYOS X, ECOGRAFIAS, TOMOGRAFIAS, OTROS)",99,7,3,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,1325,4,746,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0
REGION ANCASH-SALUD HUARI,2026,GOBIERNOS REGIONALES,407,441,DERECHOS Y TASAS ADMINISTRATIVOS,3,HUARI,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,DERECHOS ADMINISTRATIVOS DE SALUD,2,HUARI,02,R,0,ANCASH,4,DERECHOS ADMINISTRATIVOS DE SALUD,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,10,CERTIFICADOS,99,7,3,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,50,4,746,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0
REGION ANCASH-SALUD HUARI,2026,GOBIERNOS REGIONALES,407,441,DERECHOS Y TASAS ADMINISTRATIVOS,2,HUARI,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,DERECHOS ADMINISTRATIVOS DE SALUD,2,HUARI,02,R,0,ANCASH,4,DERECHOS ADMINISTRATIVOS DE SALUD,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,10,PASES SANITARIOS,99,7,3,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,1025,5,746,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0
REGION ANCASH-SALUD HUARI,2026,GOBIERNOS REGIONALES,407,441,SALDOS DE BALANCE,1,HUARI,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,SALDOS DE BALANCE,1,HUARI,02,R,0,ANCASH,1,SALDOS DE BALANCE,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,10,SALDOS DE BALANCE,99,7,9,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,109057.96,1,746,SALDOS DE BALANCE,0
REGION ANCASH-SALUD HUARI,2026,GOBIERNOS REGIONALES,407,441,VENTA DE SERVICIOS,4,HUARI,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,SERVICIOS DE SALUD,3,HUARI,02,R,0,ANCASH,4,EXAMENES DE LABORATORIO Y DE AYUDA AL DIAGNOSTICO,2,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,10,"DIAGNOSTICOS POR IMAGENES (RAYOS X, ECOGRAFIAS, TOMOGRAFIAS, OTROS)",99,7,3,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,985,4,746,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0
REGION ANCASH-SALUD HUARI,2026,GOBIERNOS REGIONALES,407,441,VENTA DE SERVICIOS,1,HUARI,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,SERVICIOS DE SALUD,3,HUARI,02,R,0,ANCASH,4,SERVICIOS MEDICOS - ASISTENCIALES,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,10,ATENCION MEDICA,99,7,3,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,590,1,746,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0
REGION ANCASH-SALUD HUARI,2026,GOBIERNOS REGIONALES,407,441,VENTA DE SERVICIOS,2,HUARI,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,SERVICIOS DE SALUD,3,HUARI,02,R,0,ANCASH,4,SERVICIOS MEDICOS - ASISTENCIALES,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,10,SERVICIO DE EMERGENCIA,99,7,3,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,120,4,746,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0
REGION ANCASH-SALUD HUARI,2026,GOBIERNOS REGIONALES,407,441,VENTA DE SERVICIOS,3,HUARI,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,SERVICIOS DE SALUD,3,HUARI,02,R,0,ANCASH,4,EXAMENES DE LABORATORIO Y DE AYUDA AL DIAGNOSTICO,2,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,10,EXAMENES DE LABORATORIO,99,7,3,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,1212.5,1,746,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0
REGION ANCASH-SALUD HUARI,2026,GOBIERNOS REGIONALES,407,441,VENTA DE SERVICIOS,1,HUARI,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,SERVICIOS DE SALUD,3,HUARI,02,R,0,ANCASH,4,SERVICIOS MEDICOS - ASISTENCIALES,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,10,HOSPITALIZACION,99,7,3,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,70,6,746,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0
REGION ANCASH-SALUD HUARI,2026,GOBIERNOS REGIONALES,407,441,VENTA DE SERVICIOS,1,HUARI,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,SERVICIOS DE SALUD,3,HUARI,02,R,0,ANCASH,4,SERVICIOS MEDICOS - ASISTENCIALES,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,10,ATENCION DENTAL,99,7,3,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,90,2,746,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0
REGION ANCASH-SALUD HUARI,2026,GOBIERNOS REGIONALES,407,441,DERECHOS Y TASAS ADMINISTRATIVOS,1,HUARI,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,DERECHOS ADMINISTRATIVOS DE SALUD,2,HUARI,02,R,0,ANCASH,4,DERECHOS ADMINISTRATIVOS DE SALUD,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,10,CERTIFICADOS,99,7,3,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,90,4,746,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0
REGION ANCASH-SALUD HUARI,2026,GOBIERNOS REGIONALES,407,441,RENTAS DE LA PROPIEDAD,2,HUARI,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",01,GOBIERNOS REGIONALES,5,RENTAS DE LA PROPIEDAD FINANCIERA,1,HUARI,02,R,0,ANCASH,1,INTERESES,1,RECURSOS DETERMINADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,10,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,99,H,5,18,SUB CUENTA - CANON MINERO,0.07,1,746,OTROS INGRESOS,0
