EJECUTORA_NOMBRE,ANO_DOC,NIVEL_GOBIERNO_NOMBRE,EJECUTORA,PLIEGO,SUBGENERICA_NOMBRE,MES_DOC,PROVINCIA_EJECUTORA_NOMBRE,RUBRO_NOMBRE,DISTRITO_EJECUTORA,SECTOR_NOMBRE,FUENTE_FINANCIAMIENTO,SUBGENERICA_DET_NOMBRE,SUBGENERICA,DISTRITO_EJECUTORA_NOMBRE,DEPARTAMENTO_EJECUTORA,NIVEL_GOBIERNO,MONTO_PIM,DEPARTAMENTO_EJECUTORA_NOMBRE,SUBGENERICA_DET,ESPECIFICA_NOMBRE,ESPECIFICA,FUENTE_FINANCIAMIENTO_NOMBRE,PLIEGO_NOMBRE,PROVINCIA_EJECUTORA,ESPECIFICA_DET_NOMBRE,SECTOR,TIPO_RECURSO,GENERICA,RUBRO,TIPO_RECURSO_NOMBRE,MONTO_RECAUDADO,ESPECIFICA_DET,SEC_EJEC,GENERICA_NOMBRE,MONTO_PIA
MANCOMUNIDAD REGIONAL DE LOS ANDES,2026,GOBIERNOS REGIONALES,001,001,SALDOS DE BALANCE,1,LIMA,RECURSOS DIRECTAMENTE RECAUDADOS,31,MANCOMUNIDADES REGIONALES,2,SALDOS DE BALANCE,1,SAN ISIDRO,15,R,0,LIMA,1,SALDOS DE BALANCE,1,RECURSOS DIRECTAMENTE RECAUDADOS,MANCOMUNIDAD REGIONAL DE LOS ANDES,01,SALDOS DE BALANCE,98,7,9,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,755,1,360001,SALDOS DE BALANCE,0
MANCOMUNIDAD REGIONAL DE LOS ANDES,2026,GOBIERNOS REGIONALES,001,001,DONACIONES DE CAPITAL,1,LIMA,DONACIONES Y TRANSFERENCIAS,31,MANCOMUNIDADES REGIONALES,4,DE OTRAS UNIDADES DE GOBIERNO,2,SAN ISIDRO,15,R,0,LIMA,3,DE OTRAS UNIDADES DE GOBIERNO,1,DONACIONES Y TRANSFERENCIAS,MANCOMUNIDAD REGIONAL DE LOS ANDES,01,DE LOS GOBIERNOS REGIONALES,98,18,4,13,SUBCUENTA - TRANSFERENCIAS FINANCIERAS,353760,2,360001,DONACIONES Y TRANSFERENCIAS,0
MANCOMUNIDAD REGIONAL DE LOS ANDES,2026,GOBIERNOS REGIONALES,001,001,DONACIONES Y TRANSFERENCIAS CORRIENTES,4,LIMA,DONACIONES Y TRANSFERENCIAS,31,MANCOMUNIDADES REGIONALES,4,DE OTRAS UNIDADES DE GOBIERNO,1,SAN ISIDRO,15,R,0,LIMA,3,DE OTRAS UNIDADES DE GOBIERNO,1,DONACIONES Y TRANSFERENCIAS,MANCOMUNIDAD REGIONAL DE LOS ANDES,01,DE LOS GOBIERNOS REGIONALES,98,18,4,13,SUBCUENTA - TRANSFERENCIAS FINANCIERAS,50000,2,360001,DONACIONES Y TRANSFERENCIAS,0
MANCOMUNIDAD REGIONAL DE LOS ANDES,2026,GOBIERNOS REGIONALES,001,001,SALDOS DE BALANCE,1,LIMA,DONACIONES Y TRANSFERENCIAS,31,MANCOMUNIDADES REGIONALES,4,SALDOS DE BALANCE,1,SAN ISIDRO,15,R,0,LIMA,1,SALDOS DE BALANCE,1,DONACIONES Y TRANSFERENCIAS,MANCOMUNIDAD REGIONAL DE LOS ANDES,01,SALDOS DE BALANCE,98,18,9,13,SUBCUENTA - TRANSFERENCIAS FINANCIERAS,3582209,1,360001,SALDOS DE BALANCE,0
MANCOMUNIDAD REGIONAL DE LOS ANDES,2026,GOBIERNOS REGIONALES,001,001,MULTAS Y SANCIONES NO TRIBUTARIAS,1,LIMA,RECURSOS DIRECTAMENTE RECAUDADOS,31,MANCOMUNIDADES REGIONALES,2,SANCIONES,2,SAN ISIDRO,15,R,0,LIMA,2,SANCIONES ADMINISTRATIVAS,1,RECURSOS DIRECTAMENTE RECAUDADOS,MANCOMUNIDAD REGIONAL DE LOS ANDES,01,OTRAS SANCIONES,98,0,5,09,NORMAL,0,99,360001,OTROS INGRESOS,0
MANCOMUNIDAD REGIONAL DE LOS ANDES,2026,GOBIERNOS REGIONALES,001,001,RENTAS DE LA PROPIEDAD,2,LIMA,RECURSOS DIRECTAMENTE RECAUDADOS,31,MANCOMUNIDADES REGIONALES,2,RENTAS DE LA PROPIEDAD FINANCIERA,1,SAN ISIDRO,15,R,0,LIMA,1,INTERESES,1,RECURSOS DIRECTAMENTE RECAUDADOS,MANCOMUNIDAD REGIONAL DE LOS ANDES,01,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,98,7,5,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,3.08,1,360001,OTROS INGRESOS,0
MANCOMUNIDAD REGIONAL DE LOS ANDES,2026,GOBIERNOS REGIONALES,001,001,SALDOS DE BALANCE,1,LIMA,RECURSOS DIRECTAMENTE RECAUDADOS,31,MANCOMUNIDADES REGIONALES,2,SALDOS DE BALANCE,1,SAN ISIDRO,15,R,755,LIMA,1,SALDOS DE BALANCE,1,RECURSOS DIRECTAMENTE RECAUDADOS,MANCOMUNIDAD REGIONAL DE LOS ANDES,01,SALDOS DE BALANCE,98,0,9,09,NORMAL,0,1,360001,SALDOS DE BALANCE,0
MANCOMUNIDAD REGIONAL DE LOS ANDES,2026,GOBIERNOS REGIONALES,001,001,DONACIONES DE CAPITAL,1,LIMA,DONACIONES Y TRANSFERENCIAS,31,MANCOMUNIDADES REGIONALES,4,DE OTRAS UNIDADES DE GOBIERNO,2,SAN ISIDRO,15,R,353760,LIMA,3,DE OTRAS UNIDADES DE GOBIERNO,1,DONACIONES Y TRANSFERENCIAS,MANCOMUNIDAD REGIONAL DE LOS ANDES,01,DE LOS GOBIERNOS REGIONALES,98,0,4,13,NORMAL,0,2,360001,DONACIONES Y TRANSFERENCIAS,0
MANCOMUNIDAD REGIONAL DE LOS ANDES,2026,GOBIERNOS REGIONALES,001,001,DONACIONES Y TRANSFERENCIAS CORRIENTES,3,LIMA,DONACIONES Y TRANSFERENCIAS,31,MANCOMUNIDADES REGIONALES,4,DE OTRAS UNIDADES DE GOBIERNO,1,SAN ISIDRO,15,R,0,LIMA,3,DE OTRAS UNIDADES DE GOBIERNO,1,DONACIONES Y TRANSFERENCIAS,MANCOMUNIDAD REGIONAL DE LOS ANDES,01,DE LOS GOBIERNOS REGIONALES,98,18,4,13,SUBCUENTA - TRANSFERENCIAS FINANCIERAS,200000,2,360001,DONACIONES Y TRANSFERENCIAS,0
MANCOMUNIDAD REGIONAL DE LOS ANDES,2026,GOBIERNOS REGIONALES,001,001,DONACIONES Y TRANSFERENCIAS CORRIENTES,1,LIMA,DONACIONES Y TRANSFERENCIAS,31,MANCOMUNIDADES REGIONALES,4,DE OTRAS UNIDADES DE GOBIERNO,1,SAN ISIDRO,15,R,0,LIMA,3,DE OTRAS UNIDADES DE GOBIERNO,1,DONACIONES Y TRANSFERENCIAS,MANCOMUNIDAD REGIONAL DE LOS ANDES,01,DE LOS GOBIERNOS REGIONALES,98,0,4,13,NORMAL,0,2,360001,DONACIONES Y TRANSFERENCIAS,0
MANCOMUNIDAD REGIONAL DE LOS ANDES,2026,GOBIERNOS REGIONALES,001,001,DONACIONES Y TRANSFERENCIAS CORRIENTES,4,LIMA,DONACIONES Y TRANSFERENCIAS,31,MANCOMUNIDADES REGIONALES,4,DE OTRAS UNIDADES DE GOBIERNO,1,SAN ISIDRO,15,R,50000,LIMA,3,DE OTRAS UNIDADES DE GOBIERNO,1,DONACIONES Y TRANSFERENCIAS,MANCOMUNIDAD REGIONAL DE LOS ANDES,01,DE LOS GOBIERNOS REGIONALES,98,0,4,13,NORMAL,0,2,360001,DONACIONES Y TRANSFERENCIAS,0
MANCOMUNIDAD REGIONAL DE LOS ANDES,2026,GOBIERNOS REGIONALES,001,001,RENTAS DE LA PROPIEDAD,3,LIMA,RECURSOS DIRECTAMENTE RECAUDADOS,31,MANCOMUNIDADES REGIONALES,2,RENTAS DE LA PROPIEDAD FINANCIERA,1,SAN ISIDRO,15,R,0,LIMA,1,INTERESES,1,RECURSOS DIRECTAMENTE RECAUDADOS,MANCOMUNIDAD REGIONAL DE LOS ANDES,01,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,98,7,5,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,3.09,1,360001,OTROS INGRESOS,0
MANCOMUNIDAD REGIONAL DE LOS ANDES,2026,GOBIERNOS REGIONALES,001,001,MULTAS Y SANCIONES NO TRIBUTARIAS,2,LIMA,RECURSOS DIRECTAMENTE RECAUDADOS,31,MANCOMUNIDADES REGIONALES,2,SANCIONES,2,SAN ISIDRO,15,R,6800,LIMA,2,SANCIONES ADMINISTRATIVAS,1,RECURSOS DIRECTAMENTE RECAUDADOS,MANCOMUNIDAD REGIONAL DE LOS ANDES,01,OTRAS SANCIONES,98,0,5,09,NORMAL,0,99,360001,OTROS INGRESOS,0
MANCOMUNIDAD REGIONAL DE LOS ANDES,2026,GOBIERNOS REGIONALES,001,001,SALDOS DE BALANCE,1,LIMA,DONACIONES Y TRANSFERENCIAS,31,MANCOMUNIDADES REGIONALES,4,SALDOS DE BALANCE,1,SAN ISIDRO,15,R,3582209,LIMA,1,SALDOS DE BALANCE,1,DONACIONES Y TRANSFERENCIAS,MANCOMUNIDAD REGIONAL DE LOS ANDES,01,SALDOS DE BALANCE,98,0,9,13,NORMAL,0,1,360001,SALDOS DE BALANCE,0
MANCOMUNIDAD REGIONAL DE LOS ANDES,2026,GOBIERNOS REGIONALES,001,001,DONACIONES Y TRANSFERENCIAS CORRIENTES,3,LIMA,DONACIONES Y TRANSFERENCIAS,31,MANCOMUNIDADES REGIONALES,4,DE OTRAS UNIDADES DE GOBIERNO,1,SAN ISIDRO,15,R,200000,LIMA,3,DE OTRAS UNIDADES DE GOBIERNO,1,DONACIONES Y TRANSFERENCIAS,MANCOMUNIDAD REGIONAL DE LOS ANDES,01,DE LOS GOBIERNOS REGIONALES,98,0,4,13,NORMAL,0,2,360001,DONACIONES Y TRANSFERENCIAS,0
MANCOMUNIDAD REGIONAL DE LOS ANDES,2026,GOBIERNOS REGIONALES,001,001,RENTAS DE LA PROPIEDAD,1,LIMA,RECURSOS DIRECTAMENTE RECAUDADOS,31,MANCOMUNIDADES REGIONALES,2,RENTAS DE LA PROPIEDAD FINANCIERA,1,SAN ISIDRO,15,R,0,LIMA,1,INTERESES,1,RECURSOS DIRECTAMENTE RECAUDADOS,MANCOMUNIDAD REGIONAL DE LOS ANDES,01,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,98,7,5,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,3.08,1,360001,OTROS INGRESOS,0
MANCOMUNIDAD REGIONAL HUANCAVELICA - ICA,2026,GOBIERNOS REGIONALES,002,002,SALDOS DE BALANCE,1,HUANCAVELICA,DONACIONES Y TRANSFERENCIAS,01,MANCOMUNIDADES REGIONALES,4,SALDOS DE BALANCE,1,HUANCAVELICA,09,R,70971,HUANCAVELICA,1,SALDOS DE BALANCE,1,DONACIONES Y TRANSFERENCIAS,MANCOMUNIDAD REGIONAL HUANCAVELICA - ICA,01,SALDOS DE BALANCE,98,0,9,13,NORMAL,0,1,360002,SALDOS DE BALANCE,0
MANCOMUNIDAD REGIONAL HUANCAVELICA - ICA,2026,GOBIERNOS REGIONALES,002,002,SALDOS DE BALANCE,1,HUANCAVELICA,DONACIONES Y TRANSFERENCIAS,01,MANCOMUNIDADES REGIONALES,4,SALDOS DE BALANCE,1,HUANCAVELICA,09,R,0,HUANCAVELICA,1,SALDOS DE BALANCE,1,DONACIONES Y TRANSFERENCIAS,MANCOMUNIDAD REGIONAL HUANCAVELICA - ICA,01,SALDOS DE BALANCE,98,18,9,13,SUBCUENTA - TRANSFERENCIAS FINANCIERAS,71692,1,360002,SALDOS DE BALANCE,0
MANCOMUNIDAD REGIONAL HUANCAVELICA - ICA,2026,GOBIERNOS REGIONALES,002,002,TRANSFERENCIAS VOLUNTARIAS DISTINTA A DONACIONES,1,HUANCAVELICA,DONACIONES Y TRANSFERENCIAS,01,MANCOMUNIDADES REGIONALES,4,TRANSFERENCIAS  VOLUNTARIAS CORRIENTES DISTINTA DE DONACIONES,4,HUANCAVELICA,09,R,0,HUANCAVELICA,1,TRANSFERENCIAS  VOLUNTARIAS CORRIENTES DISTINTAS DE DONACIONES,1,DONACIONES Y TRANSFERENCIAS,MANCOMUNIDAD REGIONAL HUANCAVELICA - ICA,01,TRANSFERENCIAS  VOLUNTARIAS CORRIENTES  DE PERSONAS JURIDICAS,98,0,5,13,NORMAL,0,1,360002,OTROS INGRESOS,0
REGION AMAZONAS-SEDE CENTRAL,2026,GOBIERNOS REGIONALES,001,440,DERECHOS Y TASAS ADMINISTRATIVOS,4,CHACHAPOYAS,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,OTROS DERECHOS ADMINISTRATIVOS,2,CHACHAPOYAS,01,R,0,AMAZONAS,10,OTROS DERECHOS ADMINISTRATIVOS,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,CERTIFICACIONES DIVERSAS,99,7,3,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,2833.5,5,721,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0
REGION AMAZONAS-SEDE CENTRAL,2026,GOBIERNOS REGIONALES,001,440,MULTAS Y SANCIONES NO TRIBUTARIAS,2,CHACHAPOYAS,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,MULTAS Y SANCIONES NO TRIBUTARIAS,2,CHACHAPOYAS,01,R,0,AMAZONAS,1,OTRAS MULTAS,6,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,INFRACCIONES DE COMERCIALIZACION,99,0,5,09,NORMAL,0,1,721,OTROS INGRESOS,0
REGION AMAZONAS-SEDE CENTRAL,2026,GOBIERNOS REGIONALES,001,440,DONACIONES Y TRANSFERENCIAS CORRIENTES,1,CHACHAPOYAS,FONDO DE COMPENSACION REGIONAL - FONCOR,01,GOBIERNOS REGIONALES,5,POR PARTICIPACIONES DE RECURSOS DETERMINADOS,1,CHACHAPOYAS,01,R,0,AMAZONAS,4,FONDO DE COMPENSACION REGIONAL,7,RECURSOS DETERMINADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,FONDO DE COMPENSACION REGIONAL,99,2,4,15,FONCOR - LEY N° 31069,2353132.25,1,721,DONACIONES Y TRANSFERENCIAS,0
REGION AMAZONAS-SEDE CENTRAL,2026,GOBIERNOS REGIONALES,001,440,DERECHOS Y TASAS ADMINISTRATIVOS,2,CHACHAPOYAS,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,OTROS DERECHOS ADMINISTRATIVOS,2,CHACHAPOYAS,01,R,0,AMAZONAS,10,OTROS DERECHOS ADMINISTRATIVOS,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,CERTIFICACIONES DIVERSAS,99,7,3,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,1354.52,5,721,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0
REGION AMAZONAS-SEDE CENTRAL,2026,GOBIERNOS REGIONALES,001,440,DERECHOS Y TASAS ADMINISTRATIVOS,1,CHACHAPOYAS,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,DERECHOS ADMINISTRATIVOS DE INDUSTRIA Y COMERCIO,2,CHACHAPOYAS,01,R,8161,AMAZONAS,9,DERECHOS ADMINISTRATIVOS DE INDUSTRIA Y COMERCIO,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,OTROS DERECHOS ADMINISTRATIVOS DE INDUSTRIA Y COMERCIO,99,0,3,09,NORMAL,0,99,721,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,8161
REGION AMAZONAS-SEDE CENTRAL,2026,GOBIERNOS REGIONALES,001,440,DONACIONES DE CAPITAL,1,CHACHAPOYAS,DONACIONES Y TRANSFERENCIAS,01,GOBIERNOS REGIONALES,4,DE OTRAS UNIDADES DE GOBIERNO,2,CHACHAPOYAS,01,R,170660,AMAZONAS,3,DE OTRAS UNIDADES DE GOBIERNO,1,DONACIONES Y TRANSFERENCIAS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,DEL GOBIERNO NACIONAL,99,0,4,13,NORMAL,0,1,721,DONACIONES Y TRANSFERENCIAS,0
REGION AMAZONAS-SEDE CENTRAL,2026,GOBIERNOS REGIONALES,001,440,DERECHOS Y TASAS ADMINISTRATIVOS,1,CHACHAPOYAS,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,DERECHOS ADMINISTRATIVOS DE AGRICULTURA,2,CHACHAPOYAS,01,R,16865,AMAZONAS,6,DERECHOS ADMINISTRATIVOS DE AGRICULTURA,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,PERMISOS Y AUTORIZACIONES,99,0,3,09,NORMAL,0,3,721,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,16865
REGION AMAZONAS-SEDE CENTRAL,2026,GOBIERNOS REGIONALES,001,440,RENTAS DE LA PROPIEDAD,1,CHACHAPOYAS,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",01,GOBIERNOS REGIONALES,5,RENTAS DE LA PROPIEDAD FINANCIERA,1,CHACHAPOYAS,01,R,0,AMAZONAS,1,INTERESES,1,RECURSOS DETERMINADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,99,L,5,18,SUB CUENTA - CANON FORESTAL,237.79,1,721,OTROS INGRESOS,0
REGION AMAZONAS-SEDE CENTRAL,2026,GOBIERNOS REGIONALES,001,440,INGRESOS DIVERSOS,4,CHACHAPOYAS,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,INGRESOS DIVERSOS,5,CHACHAPOYAS,01,R,0,AMAZONAS,1,OTROS INGRESOS DIVERSOS,4,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,INDEMNIZACIONES DE SEGUROS,99,7,5,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,0,1,721,OTROS INGRESOS,0
REGION AMAZONAS-SEDE CENTRAL,2026,GOBIERNOS REGIONALES,001,440,SALDOS DE BALANCE,1,CHACHAPOYAS,FONDO DE COMPENSACION REGIONAL - FONCOR,01,GOBIERNOS REGIONALES,5,SALDOS DE BALANCE,1,CHACHAPOYAS,01,R,10010000,AMAZONAS,1,SALDOS DE BALANCE,1,RECURSOS DETERMINADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,SALDOS DE BALANCE,99,0,9,15,NORMAL,0,1,721,SALDOS DE BALANCE,10010000
REGION AMAZONAS-SEDE CENTRAL,2026,GOBIERNOS REGIONALES,001,440,DERECHOS Y TASAS ADMINISTRATIVOS,3,CHACHAPOYAS,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,OTROS DERECHOS ADMINISTRATIVOS,2,CHACHAPOYAS,01,R,0,AMAZONAS,10,OTROS DERECHOS ADMINISTRATIVOS,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,INSPECCION Y CONTROL SANITARIO,99,7,3,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,0,10,721,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0
REGION AMAZONAS-SEDE CENTRAL,2026,GOBIERNOS REGIONALES,001,440,DERECHOS Y TASAS ADMINISTRATIVOS,1,CHACHAPOYAS,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,DERECHOS ADMINISTRATIVOS DE AGRICULTURA,2,CHACHAPOYAS,01,R,0,AMAZONAS,6,DERECHOS ADMINISTRATIVOS DE AGRICULTURA,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,EXPEDICION DE GUIAS,99,7,3,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,1869.2,6,721,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0
REGION AMAZONAS-SEDE CENTRAL,2026,GOBIERNOS REGIONALES,001,440,RENTAS DE LA PROPIEDAD,3,CHACHAPOYAS,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",01,GOBIERNOS REGIONALES,5,RENTAS DE LA PROPIEDAD FINANCIERA,1,CHACHAPOYAS,01,R,0,AMAZONAS,1,INTERESES,1,RECURSOS DETERMINADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,99,D,5,18,SUB CUENTA -  PARTICIPACIONES -COFIDE Y OTROS,472.83,1,721,OTROS INGRESOS,0
REGION AMAZONAS-SEDE CENTRAL,2026,GOBIERNOS REGIONALES,001,440,VENTA DE BIENES,2,CHACHAPOYAS,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,VENTA DE PRODUCTOS INDUSTRIALES,1,CHACHAPOYAS,01,R,0,AMAZONAS,4,VENTA DE PRODUCTOS INDUSTRIALES,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,VENTA DE PRODUCTOS HIDROBIOLOGICOS,99,7,3,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,20877.24,3,721,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0
REGION AMAZONAS-SEDE CENTRAL,2026,GOBIERNOS REGIONALES,001,440,INGRESOS DIVERSOS,2,CHACHAPOYAS,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,INGRESOS DIVERSOS,5,CHACHAPOYAS,01,R,0,AMAZONAS,1,OTROS INGRESOS DIVERSOS,4,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,INDEMNIZACIONES DE SEGUROS,99,7,5,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,0,1,721,OTROS INGRESOS,0
REGION AMAZONAS-SEDE CENTRAL,2026,GOBIERNOS REGIONALES,001,440,DONACIONES Y TRANSFERENCIAS CORRIENTES,3,CHACHAPOYAS,DONACIONES Y TRANSFERENCIAS,01,GOBIERNOS REGIONALES,4,DE OTRAS UNIDADES DE GOBIERNO,1,CHACHAPOYAS,01,R,0,AMAZONAS,3,DE OTRAS UNIDADES DE GOBIERNO,1,DONACIONES Y TRANSFERENCIAS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,DEL GOBIERNO NACIONAL,99,18,4,13,SUBCUENTA - TRANSFERENCIAS FINANCIERAS,-161769,1,721,DONACIONES Y TRANSFERENCIAS,0
REGION AMAZONAS-SEDE CENTRAL,2026,GOBIERNOS REGIONALES,001,440,DERECHOS Y TASAS ADMINISTRATIVOS,2,CHACHAPOYAS,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,OTROS DERECHOS ADMINISTRATIVOS,2,CHACHAPOYAS,01,R,0,AMAZONAS,10,OTROS DERECHOS ADMINISTRATIVOS,1,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,INSPECCION Y CONTROL SANITARIO,99,7,3,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,0,10,721,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,0
REGION AMAZONAS-SEDE CENTRAL,2026,GOBIERNOS REGIONALES,001,440,SALDOS DE BALANCE,2,CHACHAPOYAS,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",01,GOBIERNOS REGIONALES,5,SALDOS DE BALANCE,1,CHACHAPOYAS,01,R,0,AMAZONAS,1,SALDOS DE BALANCE,1,RECURSOS DETERMINADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,SALDOS DE BALANCE,99,H,9,18,SUB CUENTA - CANON MINERO,119259.7,1,721,SALDOS DE BALANCE,0
REGION AMAZONAS-SEDE CENTRAL,2026,GOBIERNOS REGIONALES,001,440,INGRESOS DIVERSOS,1,CHACHAPOYAS,RECURSOS DIRECTAMENTE RECAUDADOS,01,GOBIERNOS REGIONALES,2,INGRESOS DIVERSOS,5,CHACHAPOYAS,01,R,0,AMAZONAS,1,OTROS INGRESOS DIVERSOS,4,RECURSOS DIRECTAMENTE RECAUDADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,OTROS INGRESOS DIVERSOS,99,7,5,09,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,74404.52,99,721,OTROS INGRESOS,0
REGION AMAZONAS-SEDE CENTRAL,2026,GOBIERNOS REGIONALES,001,440,ENDEUDAMIENTO INTERNO,2,CHACHAPOYAS,RECURSOS POR OPERACIONES OFICIALES DE CREDITO,01,GOBIERNOS REGIONALES,3,CREDITOS INTERNOS,2,CHACHAPOYAS,01,R,0,AMAZONAS,1,OTROS CREDITOS INTERNOS,2,RECURSOS POR OPERACIONES OFICIALES DE CREDITO,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,CERTIFICADOS DE INVERSION PUBLICA REGIONAL Y LOCAL,99,B,8,19,ENDEUDAMIENTO INTERNO,3264882.5,4,721,ENDEUDAMIENTO,0
REGION AMAZONAS-SEDE CENTRAL,2026,GOBIERNOS REGIONALES,001,440,DONACIONES Y TRANSFERENCIAS CORRIENTES,2,CHACHAPOYAS,FONDO DE COMPENSACION REGIONAL - FONCOR,01,GOBIERNOS REGIONALES,5,POR PARTICIPACIONES DE RECURSOS DETERMINADOS,1,CHACHAPOYAS,01,R,0,AMAZONAS,4,FONDO DE COMPENSACION REGIONAL,7,RECURSOS DETERMINADOS,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,FONDO DE COMPENSACION REGIONAL,99,2,4,15,FONCOR - LEY N° 31069,2353132.25,1,721,DONACIONES Y TRANSFERENCIAS,0
